Date,ssp245 Mean temperature (deg_F),ssp245 Max temperature (deg_F),ssp245 Min temperature (deg_F),ssp245 Precipitation (in/mo),ssp245 Runoff (in/mo),ssp245 Snow (in),ssp245 Soil storage (in),ssp245 Evap. deficit (in/mo),ssp370 Mean temperature (deg_F),ssp370 Max temperature (deg_F),ssp370 Min temperature (deg_F),ssp370 Precipitation (in/mo),ssp370 Runoff (in/mo),ssp370 Snow (in),ssp370 Soil storage (in),ssp370 Evap. deficit (in/mo),ssp585 Mean temperature (deg_F),ssp585 Max temperature (deg_F),ssp585 Min temperature (deg_F),ssp585 Precipitation (in/mo),ssp585 Runoff (in/mo),ssp585 Snow (in),ssp585 Soil storage (in),ssp585 Evap. deficit (in/mo)
 9/15/1990,50.189,66.831,33.546,1.721,0.29,0,0.508,0.713,50.103,66.874,33.331,1.626,0.281,0,0.478,0.764,49.897,66.455,33.337,1.737,0.3,0,0.533,0.689
10/15/1990,38.592,52.863,24.32,1.178,0.209,0.026,1.278,0.148,38.42,52.528,24.311,1.232,0.21,0.027,1.3,0.133,38.942,53.293,24.59,1.184,0.221,0.025,1.28,0.167
11/15/1990,27.571,38.292,16.849,1.254,0.18,0.494,1.883,0,27.507,38.123,16.89,1.338,0.189,0.52,1.947,0,27.241,38.053,16.428,1.243,0.178,0.523,1.858,0
12/15/1990,19.355,29.653,9.055,1.365,0.09,1.712,2.015,0,19.092,29.3,8.883,1.404,0.094,1.782,2.075,0,19.345,29.66,9.03,1.322,0.089,1.696,1.994,0
 1/15/1991,18.418,28.716,8.119,1.568,0.065,3.115,2.14,0,19.017,29.141,8.892,1.593,0.071,3.184,2.218,0,18.619,28.877,8.36,1.607,0.067,3.115,2.137,0
 2/15/1991,22.158,33.226,11.089,1.13,0.087,3.818,2.462,0,22.029,33.1,10.956,1.169,0.096,3.934,2.518,0,21.397,32.489,10.304,1.159,0.08,3.889,2.43,0
 3/15/1991,28.781,40.544,17.017,1.399,0.447,3.778,3.109,0,29.141,40.905,17.376,1.365,0.488,3.811,3.142,0,28.197,39.922,16.472,1.442,0.417,3.958,3.066,0
 4/15/1991,36.659,50.079,23.238,1.944,1.423,2.788,3.336,0.024,37.091,50.59,23.592,1.832,1.438,2.735,3.316,0.027,35.713,49.187,22.238,1.934,1.353,3.081,3.331,0.02
 5/15/1991,44.361,58.458,30.264,2.18,2.021,1.018,2.842,0.072,44.424,58.351,30.496,2.239,2.024,1.012,2.843,0.084,43.927,57.913,29.939,2.197,2.078,1.182,2.896,0.062
 6/15/1991,52.575,67.525,37.624,2.583,1.712,0.025,2.095,0.362,52.462,67.371,37.552,2.522,1.696,0.026,2.083,0.373,52.56,67.62,37.499,2.558,1.801,0.029,2.132,0.332
 7/15/1991,60.213,77.936,42.489,1.41,0.873,0,0.616,1.349,60.335,78.06,42.61,1.341,0.863,0,0.567,1.391,60.189,77.732,42.645,1.472,0.923,0,0.654,1.286
 8/15/1991,58.354,76.38,40.326,1.44,0.48,0,0.37,1.847,58.53,76.614,40.446,1.379,0.468,0,0.318,1.91,58.402,76.387,40.416,1.428,0.502,0,0.381,1.838
 9/15/1991,48.946,65.241,32.649,1.538,0.297,0,0.582,0.632,48.941,65.183,32.699,1.644,0.3,0,0.585,0.588,49.254,65.694,32.812,1.479,0.304,0,0.558,0.678
10/15/1991,39.549,54.012,25.084,1.078,0.236,0.001,1.21,0.186,39.172,53.457,24.886,1.073,0.238,0.001,1.231,0.176,39.689,54.17,25.206,1.11,0.241,0.001,1.197,0.177
11/15/1991,24.236,35.154,13.317,1.426,0.139,0.827,1.734,0,24.483,35.338,13.627,1.419,0.154,0.796,1.75,0,23.976,34.918,13.033,1.429,0.137,0.866,1.689,0
12/15/1991,18.506,28.883,8.128,1.329,0.085,1.964,1.889,0,18.198,28.537,7.858,1.379,0.087,2.012,1.886,0,18.58,28.936,8.223,1.494,0.085,2.151,1.859,0
 1/15/1992,19.15,29.417,8.882,1.283,0.062,2.984,2.112,0,18.803,28.992,8.613,1.327,0.063,3.088,2.099,0,19.499,29.744,9.254,1.373,0.063,3.253,2.089,0
 2/15/1992,22.633,33.397,11.867,1.185,0.123,3.664,2.436,0,22.05,32.802,11.297,1.218,0.111,3.83,2.419,0,23.242,34.05,12.432,1.166,0.124,3.867,2.462,0
 3/15/1992,27.962,40.123,15.8,1.192,0.425,3.614,2.962,0,28.111,40.315,15.907,1.246,0.452,3.74,2.976,0,28.253,40.268,16.238,1.216,0.435,3.786,3.023,0
 4/15/1992,35.102,48.242,21.961,1.494,1.126,2.792,3.275,0.022,35.159,48.364,21.953,1.575,1.199,2.886,3.304,0.02,35.762,48.913,22.61,1.508,1.213,2.821,3.289,0.023
 5/15/1992,45.661,59.985,31.337,2.44,1.919,0.872,2.868,0.08,45.463,59.695,31.23,2.506,2.008,0.923,2.918,0.064,45.858,60.214,31.502,2.458,1.962,0.886,2.867,0.08
 6/15/1992,51.688,65.979,37.396,2.672,1.62,0.018,2.178,0.291,51.688,66.102,37.274,2.513,1.663,0.019,2.133,0.31,51.792,66.103,37.48,2.75,1.663,0.019,2.209,0.283
 7/15/1992,58.467,75.787,41.146,1.376,0.82,0,0.68,1.168,58.447,75.988,40.905,1.347,0.845,0,0.654,1.211,58.694,75.988,41.399,1.388,0.84,0,0.68,1.149
 8/15/1992,57.19,75.018,39.362,1.413,0.458,0,0.443,1.779,57.446,75.639,39.253,1.341,0.468,0,0.414,1.872,57.105,74.908,39.3,1.399,0.466,0,0.438,1.78
 9/15/1992,48.194,64.737,31.651,1.348,0.303,0,0.617,0.744,47.965,64.706,31.223,1.313,0.309,0,0.596,0.765,48.359,64.948,31.768,1.349,0.306,0,0.604,0.747
10/15/1992,37.759,52.149,23.369,1.05,0.233,0,1.342,0.097,37.815,52.415,23.215,1.019,0.231,0,1.299,0.106,37.93,52.321,23.538,1.002,0.228,0,1.287,0.108
11/15/1992,26.654,37.455,15.853,1.227,0.184,0.567,1.839,0,26.635,37.635,15.634,1.264,0.183,0.585,1.817,0,26.741,37.716,15.766,1.164,0.173,0.53,1.775,0
12/15/1992,18.539,28.593,8.485,1.056,0.095,1.508,1.935,0,18.478,28.573,8.381,1.118,0.094,1.584,1.917,0,18.47,28.591,8.348,1.035,0.089,1.45,1.874,0
 1/15/1993,17.858,28.256,7.459,1.42,0.059,2.772,2.069,0,17.533,27.986,7.079,1.464,0.06,2.889,2.051,0,17.105,27.485,6.724,1.433,0.053,2.748,1.993,0
 2/15/1993,22.589,33.801,11.377,0.858,0.095,3.209,2.36,0,21.629,32.992,10.266,0.887,0.091,3.387,2.319,0,22.84,34.13,11.548,0.852,0.091,3.176,2.29,0
 3/15/1993,29.881,41.923,17.839,1.355,0.486,3.03,3.024,0.012,29.118,41.191,17.044,1.364,0.468,3.247,2.99,0.005,29.839,41.989,17.688,1.352,0.466,2.988,2.997,0.011
 4/15/1993,35.25,48.825,21.674,1.537,1.147,2.349,3.222,0.03,34.789,48.449,21.129,1.43,1.121,2.487,3.255,0.024,35.626,49.101,22.15,1.649,1.203,2.248,3.221,0.03
 5/15/1993,45.301,59.265,31.336,2.393,1.817,0.687,2.786,0.089,45.122,59.148,31.096,2.362,1.858,0.741,2.813,0.079,45.241,59.235,31.245,2.403,1.825,0.644,2.785,0.091
 6/15/1993,52.155,66.917,37.392,2.672,1.445,0.005,2.113,0.283,51.994,66.825,37.162,2.63,1.493,0.005,2.115,0.281,52.331,67.167,37.494,2.657,1.422,0.004,2.093,0.291
 7/15/1993,58.658,76.022,41.294,1.434,0.738,0,0.657,1.195,58.804,76.152,41.455,1.489,0.766,0,0.677,1.177,58.653,76.117,41.188,1.401,0.725,0,0.64,1.227
 8/15/1993,58.112,76.308,39.915,1.236,0.399,0,0.32,1.924,58.024,76.281,39.767,1.232,0.412,0,0.332,1.911,58.372,76.778,39.965,1.238,0.393,0,0.312,1.956
 9/15/1993,48.233,64.751,31.714,1.491,0.271,0,0.585,0.698,48.168,64.92,31.416,1.396,0.269,0,0.558,0.735,48.397,64.965,31.828,1.451,0.265,0,0.559,0.734
10/15/1993,38.126,52.487,23.763,1.174,0.225,0,1.392,0.116,38.37,53.095,23.644,1.07,0.214,0,1.276,0.132,37.737,52.123,23.349,1.207,0.222,0,1.416,0.09
11/15/1993,25.255,36.352,14.158,1.275,0.156,0.634,1.913,0,25.306,36.407,14.205,1.324,0.152,0.66,1.821,0,25.454,36.543,14.364,1.291,0.153,0.633,1.955,0
12/15/1993,17.477,27.63,7.324,1.353,0.077,1.895,1.994,0,17.235,27.554,6.915,1.344,0.072,1.932,1.887,0,17.413,27.633,7.193,1.384,0.076,1.932,2.029,0
 1/15/1994,16.49,27.232,5.748,1.434,0.046,3.235,2.072,0,17.043,27.91,6.176,1.402,0.044,3.23,1.974,0,16.536,27.254,5.818,1.456,0.045,3.298,2.105,0
 2/15/1994,23.631,34.625,12.636,1.102,0.104,3.811,2.442,0,23.788,34.712,12.863,1.124,0.101,3.794,2.382,0,23.539,34.524,12.553,1.082,0.1,3.861,2.472,0
 3/15/1994,28.251,39.682,16.819,1.517,0.423,4.034,3.003,0.004,28.713,40.227,17.198,1.373,0.43,3.823,2.975,0.004,28.248,39.695,16.799,1.512,0.433,4.074,3.015,0.004
 4/15/1994,37.329,50.745,23.913,1.408,1.324,2.663,3.282,0.027,37.118,50.442,23.793,1.435,1.293,2.546,3.284,0.027,37.228,50.588,23.866,1.382,1.329,2.697,3.299,0.023
 5/15/1994,45.735,60.352,31.118,2.297,1.929,0.802,2.825,0.101,45.916,60.629,31.201,2.332,1.889,0.748,2.823,0.1,45.913,60.581,31.245,2.288,1.929,0.8,2.835,0.097
 6/15/1994,52.613,67.306,37.919,2.633,1.572,0.01,2.095,0.347,52.647,67.322,37.971,2.705,1.547,0.008,2.114,0.339,52.732,67.469,37.994,2.689,1.573,0.01,2.127,0.326
 7/15/1994,59.315,76.56,42.07,1.605,0.815,0,0.751,1.219,59.307,76.444,42.169,1.653,0.803,0,0.785,1.19,59.403,76.842,41.963,1.511,0.808,0,0.726,1.26
 8/15/1994,58.276,76.314,40.236,1.24,0.43,0,0.369,1.884,58.31,76.441,40.179,1.213,0.422,0,0.374,1.884,58.426,76.439,40.412,1.266,0.43,0,0.358,1.887
 9/15/1994,49.626,65.923,33.328,1.496,0.274,0,0.544,0.697,49.448,65.837,33.057,1.507,0.271,0,0.556,0.68,49.551,65.944,33.156,1.438,0.269,0,0.518,0.73
10/15/1994,39.26,53.374,25.144,1.262,0.235,0,1.356,0.127,39.092,53.394,24.789,1.267,0.236,0,1.388,0.125,39.426,53.616,25.234,1.265,0.232,0,1.322,0.131
11/15/1994,24.372,35.7,13.043,1.176,0.143,0.67,1.766,0,24.399,35.688,13.11,1.275,0.163,0.679,1.85,0,24.756,36.18,13.33,1.201,0.145,0.656,1.763,0
12/15/1994,19.191,28.936,9.446,1.582,0.077,2.123,1.877,0,19.003,28.831,9.174,1.58,0.086,2.138,1.953,0,19.367,29.155,9.579,1.522,0.078,2.054,1.869,0
 1/15/1995,15.89,26.548,5.231,1.368,0.06,3.386,1.938,0,15.984,26.626,5.341,1.368,0.066,3.398,2.016,0,16.575,27.194,5.956,1.282,0.06,3.232,1.931,0
 2/15/1995,21.106,32.182,10.028,0.994,0.112,3.978,2.18,0,21.432,32.369,10.493,1.049,0.129,3.997,2.278,0,21.537,32.649,10.424,0.932,0.113,3.749,2.185,0
 3/15/1995,27.011,38.98,15.04,1.297,0.348,4.095,2.786,0,26.879,38.67,15.086,1.337,0.387,4.163,2.815,0,27.472,39.374,15.569,1.266,0.361,3.798,2.804,0
 4/15/1995,36.256,49.401,23.11,1.836,1.362,2.885,3.302,0.02,36.644,49.804,23.484,1.796,1.411,2.869,3.309,0.021,36.371,49.663,23.077,1.842,1.326,2.672,3.28,0.022
 5/15/1995,44.239,58.451,30.027,2.695,2.226,0.972,3.005,0.08,44.224,58.353,30.095,2.637,2.212,0.983,2.997,0.082,44.473,58.794,30.153,2.594,2.105,0.863,2.945,0.092
 6/15/1995,52.373,67.29,37.454,2.391,1.743,0.011,2.063,0.257,52.21,67.011,37.407,2.479,1.759,0.012,2.127,0.252,52.425,67.454,37.394,2.426,1.645,0.01,2.044,0.296
 7/15/1995,59.732,77.912,41.55,1.099,0.871,0,0.459,1.465,59.66,77.804,41.514,1.138,0.879,0,0.488,1.385,59.723,77.934,41.511,1.126,0.822,0,0.466,1.464
 8/15/1995,59.34,78.088,40.592,1.022,0.462,0,0.218,2.341,59.365,78.129,40.6,1.027,0.466,0,0.233,2.324,59.198,77.839,40.557,1.111,0.443,0,0.246,2.267
 9/15/1995,49.241,66.321,32.16,1.214,0.276,0,0.381,0.912,49.631,66.814,32.447,1.198,0.277,0,0.383,0.946,49.387,66.41,32.364,1.363,0.294,0,0.469,0.888
10/15/1995,39.028,53.309,24.745,1.03,0.187,0.002,1.066,0.166,39.161,53.562,24.759,1.024,0.188,0.003,1.053,0.172,38.994,53.344,24.643,1.019,0.198,0.002,1.128,0.155
11/15/1995,26.51,37.475,15.545,1.506,0.131,0.707,1.764,0,26.467,37.483,15.45,1.562,0.134,0.74,1.771,0,26.099,37.098,15.098,1.6,0.15,0.792,1.809,0
12/15/1995,19.29,29.3,9.28,1.389,0.072,1.925,1.909,0,18.953,29.013,8.892,1.359,0.072,1.942,1.903,0,19.085,29.159,9.011,1.383,0.083,2.021,1.931,0
 1/15/1996,18.437,28.571,8.301,1.473,0.054,3.241,2.029,0,18.556,28.669,8.442,1.484,0.055,3.266,2.025,0,18.536,28.674,8.397,1.492,0.06,3.355,2.053,0
 2/15/1996,22.37,33.241,11.498,1.234,0.103,4.021,2.334,0,22.175,33.112,11.237,1.222,0.1,4.051,2.32,0,22.22,33.175,11.263,1.188,0.103,4.101,2.353,0
 3/15/1996,27.133,39.095,15.169,1.246,0.356,4.08,2.924,0,27.124,39.058,15.19,1.287,0.359,4.128,2.924,0,27.164,39.224,15.104,1.235,0.35,4.152,2.952,0
 4/15/1996,36.04,49.517,22.561,1.591,1.234,2.996,3.265,0.027,35.874,49.229,22.518,1.577,1.239,3.029,3.278,0.025,36.361,49.885,22.835,1.594,1.277,3,3.274,0.027
 5/15/1996,45.272,59.468,31.075,2.779,2.165,0.948,2.968,0.064,45.255,59.383,31.126,2.847,2.207,0.95,3.001,0.053,45.243,59.632,30.853,2.611,2.121,0.978,2.915,0.071
 6/15/1996,53.693,68.808,38.577,2.202,1.628,0.011,1.917,0.365,53.563,68.594,38.531,2.207,1.659,0.009,1.94,0.355,53.733,68.732,38.733,2.35,1.671,0.016,1.932,0.379
 7/15/1996,60.747,79.153,42.339,1.145,0.821,0,0.492,1.715,60.515,78.723,42.307,1.195,0.839,0,0.543,1.672,60.521,78.894,42.148,1.171,0.842,0,0.504,1.66
 8/15/1996,59.606,77.846,41.366,1.253,0.447,0,0.284,2.178,59.712,77.744,41.678,1.358,0.459,0,0.32,2.074,59.654,77.829,41.478,1.316,0.46,0,0.295,2.124
 9/15/1996,49.853,66.729,32.977,1.509,0.316,0,0.492,0.816,49.783,66.495,33.07,1.565,0.327,0,0.537,0.773,49.547,66.14,32.953,1.547,0.323,0,0.512,0.759
10/15/1996,39.954,54.858,25.049,1.098,0.213,0.001,1.136,0.169,40.073,55.028,25.118,1.091,0.221,0.001,1.153,0.175,39.719,54.435,25.002,1.176,0.23,0.001,1.219,0.162
11/15/1996,26.47,37.24,15.698,1.381,0.152,0.662,1.732,0,26.489,37.387,15.59,1.324,0.157,0.623,1.731,0,26.725,37.435,16.014,1.357,0.168,0.625,1.812,0
12/15/1996,18.294,28.418,8.169,1.296,0.076,1.821,1.857,0,18.607,28.85,8.363,1.274,0.079,1.756,1.859,0,17.851,28.034,7.667,1.38,0.083,1.876,1.929,0
 1/15/1997,17.68,27.993,7.366,1.655,0.05,3.334,1.976,0,17.514,27.924,7.102,1.598,0.05,3.22,1.97,0,17.447,27.792,7.102,1.625,0.053,3.37,2.038,0
 2/15/1997,22.6,33.667,11.533,0.984,0.104,3.9,2.239,0,22.185,33.293,11.076,0.996,0.104,3.814,2.218,0,23.221,34.103,12.338,0.999,0.14,3.851,2.332,0
 3/15/1997,27.012,38.921,15.101,1.503,0.404,4.184,2.752,0.005,26.681,38.751,14.61,1.474,0.407,4.087,2.706,0.006,27.704,39.49,15.917,1.477,0.487,4.019,2.792,0.008
 4/15/1997,35.673,48.521,22.825,1.752,1.206,3.218,3.263,0.02,35.786,48.537,23.034,1.77,1.217,3.074,3.277,0.016,36.129,49.191,23.066,1.687,1.209,3.073,3.227,0.027
 5/15/1997,44.779,59.055,30.502,2.08,1.91,1.168,2.843,0.077,44.689,59.005,30.373,2.199,1.949,1.092,2.864,0.072,44.991,59.251,30.73,2.29,1.928,1.105,2.854,0.075
 6/15/1997,53.085,67.989,38.18,2.853,1.759,0.032,2.203,0.301,53.019,67.934,38.102,2.792,1.734,0.031,2.179,0.303,53.306,68.201,38.41,2.845,1.735,0.03,2.179,0.305
 7/15/1997,61.028,79.153,42.903,1.283,0.883,0,0.471,1.3,61.027,79.163,42.891,1.301,0.873,0,0.474,1.311,60.994,78.998,42.988,1.308,0.872,0,0.479,1.306
 8/15/1997,59.815,78.368,41.262,1.296,0.475,0,0.248,2.14,59.525,77.985,41.065,1.339,0.472,0,0.264,2.084,59.873,78.346,41.4,1.305,0.47,0,0.249,2.13
 9/15/1997,49.195,65.702,32.686,1.866,0.331,0,0.614,0.541,49.39,66.011,32.768,1.851,0.329,0,0.617,0.56,49.131,65.598,32.663,1.909,0.33,0,0.637,0.516
10/15/1997,39.538,53.697,25.377,1.202,0.273,0,1.322,0.177,39.354,53.426,25.281,1.21,0.275,0,1.333,0.171,39.315,53.538,25.092,1.212,0.274,0,1.359,0.156
11/15/1997,27.148,37.776,16.518,1.253,0.243,0.46,1.867,0,27.299,37.847,16.75,1.256,0.25,0.442,1.889,0,26.78,37.536,16.023,1.21,0.235,0.488,1.848,0
12/15/1997,18.057,28.109,8.003,1.346,0.126,1.68,1.97,0,18.083,28.238,7.927,1.246,0.132,1.57,1.976,0,18.003,28.033,7.971,1.296,0.122,1.655,1.954,0
 1/15/1998,18.16,28.323,7.997,1.686,0.074,3.234,2.079,0,18.554,28.696,8.412,1.659,0.082,3.076,2.099,0,18.121,28.346,7.895,1.724,0.075,3.23,2.076,0
 2/15/1998,22.436,33.35,11.521,1.216,0.096,4.005,2.409,0,22.919,33.857,11.981,1.129,0.107,3.738,2.437,0,22.564,33.448,11.679,1.216,0.097,3.991,2.416,0
 3/15/1998,30.203,42.332,18.072,1.38,0.547,3.695,3.093,0.004,30.896,43.043,18.747,1.407,0.593,3.38,3.106,0.007,30.119,42.232,18.005,1.388,0.536,3.712,3.098,0.004
 4/15/1998,38.852,52.665,25.039,1.866,1.488,2.412,3.264,0.033,38.866,52.876,24.856,1.83,1.473,2.177,3.246,0.036,38.809,52.666,24.952,1.905,1.506,2.431,3.274,0.031
 5/15/1998,44.739,59.028,30.45,2.562,2.055,0.823,2.87,0.089,44.902,59.274,30.528,2.604,1.998,0.726,2.843,0.098,44.679,58.886,30.472,2.661,2.104,0.829,2.914,0.083
 6/15/1998,52.695,67.143,38.245,2.903,1.698,0.018,2.206,0.272,53.053,67.802,38.302,2.751,1.566,0.015,2.12,0.305,52.558,67.029,38.087,2.887,1.724,0.018,2.224,0.246
 7/15/1998,60.533,78.205,42.86,1.358,0.851,0,0.553,1.257,60.471,78.256,42.684,1.341,0.787,0,0.534,1.334,60.837,78.525,43.147,1.338,0.863,0,0.53,1.269
 8/15/1998,59.257,77.342,41.172,1.322,0.459,0,0.28,2.012,59.241,77.313,41.167,1.369,0.43,0,0.278,1.984,59.384,77.503,41.265,1.292,0.464,0,0.265,2.061
 9/15/1998,49.596,66.777,32.415,1.065,0.258,0,0.343,0.972,49.647,66.821,32.472,1.005,0.239,0,0.334,1.025,49.994,67.246,32.742,1.059,0.26,0,0.329,1.008
10/15/1998,40.44,54.793,26.085,1.347,0.226,0.001,1.154,0.174,40.12,54.292,25.947,1.409,0.224,0.001,1.216,0.163,40.403,54.616,26.19,1.362,0.227,0.001,1.158,0.165
11/15/1998,26.724,37.427,16.02,1.36,0.17,0.54,1.817,0,26.495,37.133,15.855,1.374,0.172,0.56,1.865,0,26.716,37.392,16.039,1.389,0.171,0.559,1.83,0
12/15/1998,19.283,29.035,9.531,1.4,0.1,1.717,1.999,0,19.155,28.941,9.367,1.448,0.102,1.78,2.05,0,19.266,29.032,9.5,1.428,0.1,1.768,2.009,0
 1/15/1999,18.449,28.933,7.965,1.293,0.069,2.838,2.13,0,18.328,28.908,7.746,1.271,0.068,2.897,2.168,0,17.944,28.478,7.409,1.302,0.068,2.905,2.134,0
 2/15/1999,22.723,33.64,11.805,1.258,0.127,3.661,2.383,0,23.058,33.94,12.174,1.242,0.149,3.655,2.426,0,22.888,33.827,11.949,1.243,0.124,3.709,2.396,0
 3/15/1999,28.511,40.482,16.54,1.435,0.45,3.739,2.979,0,28.782,40.753,16.81,1.393,0.488,3.655,3.005,0,28.432,40.437,16.427,1.428,0.448,3.782,2.991,0
 4/15/1999,35.652,48.606,22.697,1.726,1.249,2.858,3.321,0.016,35.373,48.381,22.364,1.77,1.263,2.86,3.343,0.013,35.642,48.471,22.811,1.738,1.262,2.898,3.329,0.016
 5/15/1999,44.496,58.659,30.331,2.719,2.138,1.044,2.979,0.054,44.616,58.783,30.448,2.663,2.113,1.051,2.975,0.048,44.345,58.523,30.166,2.804,2.2,1.072,3.001,0.052
 6/15/1999,52.205,66.858,37.551,2.671,1.765,0.036,2.247,0.235,52.136,66.736,37.536,2.652,1.754,0.038,2.24,0.239,52.235,66.8,37.67,2.711,1.821,0.035,2.271,0.224
 7/15/1999,60.53,78.578,42.48,1.305,0.894,0,0.523,1.231,60.647,78.9,42.393,1.193,0.883,0,0.465,1.298,60.411,78.313,42.508,1.412,0.928,0,0.604,1.179
 8/15/1999,59.658,78.316,40.999,1.114,0.477,0,0.229,2.239,59.39,78.114,40.665,1.123,0.475,0,0.225,2.257,59.552,78.395,40.708,1.06,0.488,0,0.232,2.2
 9/15/1999,50.063,66.702,33.423,1.683,0.313,0,0.53,0.7,50.064,66.829,33.299,1.62,0.309,0,0.511,0.745,50.163,66.974,33.352,1.615,0.316,0,0.508,0.745
10/15/1999,40.465,54.683,26.247,1.212,0.236,0,1.201,0.148,40.151,54.203,26.098,1.233,0.236,0,1.224,0.134,40.629,54.952,26.305,1.177,0.23,0,1.153,0.163
11/15/1999,27.51,38.589,16.431,1.246,0.179,0.527,1.756,0.001,27.812,38.843,16.781,1.158,0.174,0.437,1.79,0.001,27.674,38.624,16.722,1.235,0.173,0.508,1.723,0.001
12/15/1999,20.523,30.201,10.844,1.485,0.121,1.749,1.944,0,21.334,30.937,11.73,1.548,0.121,1.7,1.997,0,20.747,30.349,11.144,1.436,0.117,1.672,1.923,0
 1/15/2000,16.307,26.573,6.041,1.356,0.076,2.986,2.03,0,16.763,26.944,6.582,1.386,0.078,2.945,2.1,0,17.084,27.262,6.905,1.315,0.075,2.854,2.019,0
 2/15/2000,21.243,32.21,10.275,1.081,0.129,3.639,2.28,0,21.554,32.518,10.588,1.088,0.137,3.598,2.344,0,21.472,32.423,10.521,1.042,0.128,3.459,2.28,0
 3/15/2000,28.607,40.546,16.667,1.261,0.403,3.545,2.969,0.002,28.577,40.482,16.671,1.185,0.41,3.493,2.96,0.002,28.607,40.591,16.623,1.206,0.395,3.341,2.953,0.002
 4/15/2000,35.551,48.423,22.677,1.832,1.296,2.704,3.32,0.022,35.584,48.496,22.672,1.832,1.285,2.674,3.311,0.023,36.036,48.924,23.147,1.773,1.289,2.437,3.285,0.028
 5/15/2000,45.649,59.96,31.336,2.525,2.045,0.861,2.851,0.073,45.649,60.069,31.229,2.489,2.015,0.864,2.836,0.076,45.652,59.841,31.462,2.61,2.004,0.748,2.834,0.081
 6/15/2000,53.667,68.7,38.633,2.742,1.682,0.02,2.071,0.371,53.877,69.037,38.715,2.667,1.653,0.02,2.003,0.387,54.064,68.965,39.163,2.833,1.62,0.01,2.079,0.373
 7/15/2000,60.585,78.965,42.205,1.103,0.838,0,0.434,1.528,60.505,78.997,42.012,1.103,0.826,0,0.42,1.574,60.698,78.927,42.469,1.201,0.81,0,0.472,1.488
 8/15/2000,58.982,77.501,40.462,0.983,0.442,0,0.201,2.346,59.028,77.597,40.459,0.994,0.436,0,0.198,2.351,59.08,77.594,40.566,0.981,0.425,0,0.218,2.337
 9/15/2000,50.626,67.847,33.404,1.157,0.26,0,0.289,0.999,50.304,67.57,33.037,1.135,0.256,0,0.291,0.999,50.398,67.229,33.566,1.248,0.259,0,0.329,0.921
10/15/2000,38.775,52.685,24.864,1.229,0.183,0,1.214,0.128,39.069,53.154,24.983,1.164,0.173,0,1.136,0.138,38.799,52.505,25.091,1.218,0.182,0,1.234,0.129
11/15/2000,27.949,39.215,16.682,1.02,0.138,0.309,1.796,0.001,27.61,38.766,16.453,1.014,0.121,0.33,1.716,0.001,28.021,39.147,16.894,1.025,0.142,0.307,1.815,0.001
12/15/2000,18.229,28.429,8.027,1.311,0.069,1.512,1.89,0,17.975,28.23,7.719,1.275,0.061,1.505,1.802,0,18.789,28.814,8.763,1.333,0.079,1.49,1.935,0
 1/15/2001,18.303,28.5,8.106,1.337,0.049,2.697,2.013,0,17.572,27.901,7.242,1.322,0.036,2.733,1.885,0,18.595,28.719,8.471,1.43,0.054,2.766,2.061,0
 2/15/2001,20.351,31.532,9.169,1.232,0.055,3.66,2.222,0,20.37,31.572,9.167,1.099,0.038,3.56,2.119,0,21.268,32.355,10.179,1.284,0.067,3.737,2.296,0
 3/15/2001,27.233,39.446,15.018,1.502,0.409,3.861,2.758,0.001,26.748,38.897,14.597,1.535,0.327,3.875,2.718,0.002,27.319,39.428,15.21,1.549,0.435,3.941,2.837,0.001
 4/15/2001,36.982,50.345,23.619,1.532,1.238,2.524,3.263,0.029,36.914,50.135,23.692,1.56,1.221,2.526,3.267,0.027,36.877,50.17,23.583,1.462,1.242,2.621,3.267,0.029
 5/15/2001,46.126,61.056,31.195,2.322,1.888,0.673,2.775,0.111,46.168,61.041,31.293,2.369,1.906,0.654,2.79,0.107,46.101,60.974,31.228,2.278,1.896,0.739,2.764,0.113
 6/15/2001,53.854,69.403,38.305,2.471,1.425,0.003,1.901,0.391,54.141,69.676,38.605,2.571,1.44,0.003,1.937,0.372,53.872,69.414,38.329,2.358,1.44,0.004,1.84,0.414
 7/15/2001,61.171,79.993,42.349,0.989,0.702,0,0.381,1.818,61.358,80.119,42.597,1.062,0.711,0,0.417,1.77,61.02,79.612,42.426,1.077,0.716,0,0.408,1.804
 8/15/2001,59.666,78.465,40.866,1.127,0.387,0,0.238,2.373,59.696,78.462,40.93,1.114,0.389,0,0.256,2.371,59.659,78.241,41.076,1.13,0.392,0,0.245,2.349
 9/15/2001,50.151,66.871,33.43,1.553,0.265,0,0.489,0.773,49.509,66.189,32.829,1.505,0.266,0,0.493,0.756,50.548,67.343,33.751,1.553,0.267,0,0.48,0.789
10/15/2001,39.313,53.732,24.892,1.143,0.193,0.001,1.201,0.122,39.263,53.766,24.759,1.069,0.188,0.001,1.157,0.135,39.252,53.66,24.844,1.153,0.193,0.001,1.214,0.126
11/15/2001,28.395,39.366,17.424,1.187,0.164,0.435,1.783,0.003,28.535,39.429,17.639,1.155,0.163,0.379,1.764,0.003,28.504,39.563,17.443,1.157,0.161,0.416,1.791,0.003
12/15/2001,19.342,29.511,9.171,1.374,0.093,1.598,1.958,0,19.216,29.358,9.074,1.369,0.093,1.537,1.939,0,19.363,29.46,9.266,1.392,0.091,1.602,1.962,0
