Date,ssp245 Mean temperature (deg_F),ssp245 Max temperature (deg_F),ssp245 Min temperature (deg_F),ssp245 Precipitation (in/mo),ssp245 Runoff (in/mo),ssp245 Snow (in),ssp245 Soil storage (in),ssp245 Evap. deficit (in/mo),ssp370 Mean temperature (deg_F),ssp370 Max temperature (deg_F),ssp370 Min temperature (deg_F),ssp370 Precipitation (in/mo),ssp370 Runoff (in/mo),ssp370 Snow (in),ssp370 Soil storage (in),ssp370 Evap. deficit (in/mo),ssp585 Mean temperature (deg_F),ssp585 Max temperature (deg_F),ssp585 Min temperature (deg_F),ssp585 Precipitation (in/mo),ssp585 Runoff (in/mo),ssp585 Snow (in),ssp585 Soil storage (in),ssp585 Evap. deficit (in/mo)
 9/15/2026,52.811,69.543,36.077,1.406,0.238,0,0.284,1.005,53.016,70.227,35.804,1.339,0.261,0,0.314,1.068,54.216,71.129,37.302,1.462,0.236,0,0.281,1.083
10/15/2026,41.548,55.443,27.651,1.322,0.19,0,0.986,0.177,42.302,56.939,27.665,1.263,0.199,0,0.971,0.243,42.131,57.331,26.93,1.127,0.175,0,0.839,0.256
11/15/2026,29.648,40.202,19.094,1.459,0.203,0.356,1.838,0.001,31.177,41.734,20.62,1.414,0.239,0.254,1.802,0.004,29.927,41.141,18.712,1.178,0.162,0.285,1.551,0.003
12/15/2026,19.641,29.485,9.796,1.264,0.149,1.306,2.035,0,20.779,30.082,11.475,1.585,0.127,1.545,2.053,0,22.363,31.886,12.84,1.372,0.12,1.277,1.837,0
 1/15/2027,19.05,28.961,9.139,1.64,0.142,2.636,2.209,0,20.754,30.794,10.712,1.61,0.107,2.872,2.248,0,20.022,30.045,9.998,1.554,0.089,2.518,2.091,0
 2/15/2027,24.857,35.345,14.368,1.119,0.21,3.054,2.635,0,23.386,33.938,12.832,1.28,0.176,3.538,2.621,0,22.803,33.538,12.069,1.336,0.107,3.446,2.374,0
 3/15/2027,31.905,43.031,20.778,1.396,0.722,2.72,3.059,0.013,31.135,42.997,19.272,1.595,0.772,3.239,3.102,0.011,31.22,42.821,19.618,1.473,0.573,3.086,3.158,0.008
 4/15/2027,39.512,52.975,26.048,1.912,1.407,1.807,3.124,0.056,39.162,53.273,25.049,1.627,1.464,2.086,3.126,0.059,39.396,53.067,25.725,1.755,1.521,1.812,3.18,0.046
 5/15/2027,46.86,61.257,32.463,2.791,1.851,0.567,2.647,0.14,47.62,62.242,32.997,2.39,1.784,0.578,2.607,0.172,46.961,61.644,32.278,2.37,1.796,0.46,2.587,0.162
 6/15/2027,56.065,71.514,40.616,2.299,1.293,0.007,1.567,0.521,55.416,70.586,40.244,2.534,1.303,0.008,1.748,0.481,57.011,72.859,41.162,2.174,1.225,0,1.41,0.661
 7/15/2027,63.273,82.078,44.466,1.115,0.65,0,0.321,2.212,63.613,81.363,45.861,1.458,0.666,0,0.441,1.861,64.232,82.777,45.686,1.257,0.621,0,0.238,2.255
 8/15/2027,63.053,81.928,44.178,1.024,0.349,0,0.11,2.725,62.659,81.051,44.265,1.31,0.367,0,0.215,2.409,62.567,81.066,44.066,1.23,0.341,0,0.112,2.566
 9/15/2027,53.125,70.52,35.73,1.229,0.215,0,0.184,1.112,53.505,70.827,36.182,1.264,0.217,0,0.264,1.08,53.625,70.723,36.526,1.22,0.207,0,0.231,1.202
10/15/2027,41.264,56.02,26.506,1.194,0.179,0,0.88,0.236,42.196,56.731,27.661,1.217,0.162,0,0.922,0.258,40.343,53.8,26.886,1.403,0.187,0,1.084,0.123
11/15/2027,29.18,40.081,18.278,1.196,0.146,0.285,1.642,0.001,28.951,39.446,18.456,1.294,0.165,0.394,1.616,0.001,30.418,40.781,20.055,1.27,0.201,0.277,1.816,0.006
12/15/2027,22.897,32.347,13.447,1.486,0.112,1.388,1.93,0,20.423,29.996,10.85,1.478,0.094,1.664,1.782,0,22.746,32.088,13.403,1.219,0.131,1.146,2.084,0
 1/15/2028,20.325,30.39,10.258,1.792,0.135,2.794,2.159,0,20.372,30.413,10.331,1.323,0.1,2.64,2.026,0,20.041,29.817,10.264,1.569,0.134,2.353,2.31,0
 2/15/2028,24.286,34.615,13.957,1.053,0.203,3.233,2.502,0,26.083,36.9,15.266,1.11,0.208,2.896,2.57,0,25.698,36.17,15.226,1.203,0.236,2.822,2.689,0.003
 3/15/2028,30.217,41.15,19.283,1.612,0.6,3.216,3.145,0.003,32.385,43.958,20.811,1.526,0.728,2.561,3.125,0.016,32.221,43.939,20.503,1.427,0.755,2.453,3.193,0.008
 4/15/2028,38.967,52.529,25.405,1.967,1.47,2.144,3.209,0.042,39.082,52.432,25.732,2.269,1.672,1.655,3.195,0.047,39.46,52.816,26.103,2.16,1.648,1.494,3.204,0.039
 5/15/2028,48.002,62.539,33.465,2.718,1.914,0.593,2.7,0.121,47.02,60.974,33.065,2.636,1.868,0.515,2.658,0.149,48.393,63.13,33.654,2.276,1.647,0.363,2.499,0.161
 6/15/2028,55.522,70.206,40.836,2.476,1.354,0.006,1.772,0.455,56.584,71.362,41.806,2.722,1.358,0.009,1.759,0.477,56.439,71.765,41.111,2.46,1.132,0.001,1.59,0.619
 7/15/2028,63.435,81.53,45.34,1.261,0.682,0,0.364,1.926,63.326,80.909,45.743,1.693,0.708,0,0.574,1.742,64.415,82.665,46.165,1.263,0.572,0,0.319,2.177
 8/15/2028,62.284,80.765,43.802,1.194,0.369,0,0.118,2.454,63.088,81.398,44.777,1.172,0.379,0,0.211,2.454,63.161,81.46,44.86,1.225,0.316,0,0.118,2.555
 9/15/2028,52.042,68.413,35.669,1.67,0.246,0,0.374,0.798,52.649,68.982,36.316,1.414,0.239,0,0.372,0.985,52.361,69.025,35.695,1.238,0.19,0,0.178,1.022
10/15/2028,42.243,56.581,27.905,1.337,0.206,0,1.032,0.23,43.01,57.679,28.339,1.248,0.197,0,0.935,0.266,42.029,56.059,27.998,1.359,0.16,0,0.911,0.19
11/15/2028,28.791,39.299,18.281,1.434,0.224,0.347,1.839,0.001,30.073,40.571,19.575,1.344,0.195,0.286,1.766,0.003,29.035,39.677,18.392,1.409,0.174,0.392,1.7,0
12/15/2028,19.977,29.243,10.71,1.71,0.134,1.792,2.039,0,19.845,29.575,10.113,1.235,0.109,1.312,1.93,0,21.924,31.448,12.398,1.297,0.109,1.376,1.946,0
 1/15/2029,19.358,29.191,9.524,1.355,0.097,2.856,2.269,0,18.233,28.258,8.208,1.705,0.069,2.82,2.097,0,20.876,30.979,10.771,1.424,0.08,2.52,2.177,0
 2/15/2029,24.196,34.865,13.526,1.003,0.197,3.263,2.572,0,21.707,32.705,10.708,1.078,0.142,3.415,2.371,0,23.672,34.561,12.782,1.082,0.131,3.086,2.515,0
 3/15/2029,31.498,42.959,20.037,1.463,0.789,2.745,3.139,0.006,27.963,39.64,16.285,1.436,0.469,3.45,2.981,0.001,32.625,43.833,21.416,1.411,0.695,2.574,3.13,0.023
 4/15/2029,39.577,52.78,26.373,2.077,1.661,1.617,3.192,0.038,37.556,50.222,24.89,1.933,1.44,2.278,3.302,0.017,40.148,54.046,26.249,1.806,1.469,1.52,3.068,0.075
 5/15/2029,48.267,62.531,34.002,3.15,1.992,0.376,2.794,0.096,47.683,62.329,33.037,2.766,2.042,0.542,2.783,0.099,48.035,62.349,33.72,2.754,1.726,0.368,2.606,0.144
 6/15/2029,57.081,72.308,41.852,2.767,1.349,0,1.869,0.475,55.552,69.922,41.182,3.069,1.577,0.001,2.045,0.396,55.943,70.625,41.261,2.887,1.241,0.001,1.859,0.437
 7/15/2029,63.834,82.185,45.483,1.41,0.678,0,0.449,1.819,63.826,81.775,45.876,1.131,0.77,0,0.299,1.756,64.004,82.146,45.861,1.178,0.607,0,0.276,1.892
 8/15/2029,62.961,81.329,44.592,1.397,0.379,0,0.254,2.389,62.735,81.154,44.315,1.041,0.41,0,0.123,2.714,63.808,83.162,44.454,0.923,0.323,0,0.108,2.942
 9/15/2029,54.628,72.346,36.909,1.065,0.216,0,0.283,1.34,53.151,70.46,35.841,1.316,0.25,0,0.274,1.107,52.93,70.05,35.809,1.666,0.236,0,0.403,0.918
10/15/2029,42.53,57.29,27.769,1.312,0.181,0,0.937,0.221,42.687,57.681,27.691,0.938,0.154,0,0.714,0.341,42.431,57.253,27.609,1.15,0.178,0,0.925,0.246
11/15/2029,31.158,41.587,20.728,1.307,0.19,0.198,1.806,0.005,28.659,39.027,18.29,1.41,0.144,0.517,1.441,0.003,29.433,40.222,18.643,1.279,0.166,0.314,1.7,0.003
12/15/2029,21.364,31.054,11.672,1.498,0.116,1.348,2.091,0,19.088,28.917,9.258,1.433,0.068,1.787,1.589,0,21.566,31.063,12.069,1.255,0.108,1.291,1.908,0.001
 1/15/2030,19.955,30.302,9.607,1.278,0.116,2.315,2.284,0,20.058,30.328,9.787,1.519,0.056,3.074,1.779,0,19.481,29.601,9.359,1.598,0.105,2.519,2.179,0
 2/15/2030,24.101,34.919,13.283,1.169,0.219,2.87,2.58,0,24.523,35.238,13.807,1.213,0.116,3.661,2.234,0,25.294,35.689,14.899,1.351,0.245,3.081,2.59,0
 3/15/2030,30.876,42.527,19.224,1.62,0.738,2.737,3.04,0.01,30.25,41.845,18.653,1.548,0.568,3.432,2.97,0.005,28.974,40.672,17.275,1.592,0.555,3.259,3.132,0.002
 4/15/2030,40.025,53.551,26.498,2.251,1.643,1.651,3.144,0.056,39.369,53.424,25.312,1.695,1.3,2.216,3.112,0.063,39.323,52.695,25.951,1.869,1.476,2.093,3.199,0.041
 5/15/2030,48.248,63.287,33.207,2.333,1.712,0.405,2.529,0.191,47.553,62.154,32.951,2.463,1.784,0.612,2.619,0.19,47.942,62.534,33.349,2.613,1.854,0.597,2.691,0.131
 6/15/2030,55.911,71.107,40.714,2.674,1.275,0.003,1.673,0.574,56.008,71.465,40.551,2.164,1.273,0.004,1.585,0.668,56.039,70.897,41.18,2.799,1.425,0.007,1.83,0.437
 7/15/2030,63.97,82.61,45.329,1.191,0.632,0,0.315,2.103,64.281,83.221,45.341,0.937,0.63,0,0.203,2.351,64.095,81.908,46.282,1.577,0.728,0,0.453,1.736
 8/15/2030,63.137,82.047,44.226,0.972,0.335,0,0.097,2.774,62.284,80.981,43.587,1.123,0.349,0,0.081,2.647,63.109,81.348,44.87,1.526,0.403,0,0.22,2.236
 9/15/2030,52.915,70.316,35.513,1.216,0.206,0,0.167,1.099,53.624,71.185,36.062,1.032,0.204,0,0.172,1.357,54.186,71.094,37.278,1.351,0.239,0,0.306,1.094
10/15/2030,42.742,58.229,27.253,1.086,0.138,0,0.676,0.272,41.574,56.729,26.418,1.144,0.156,0,0.811,0.23,42.778,57.609,27.946,1.164,0.2,0,0.843,0.318
11/15/2030,27.687,38.173,17.201,1.654,0.147,0.556,1.591,0,28.822,39.555,18.087,1.476,0.15,0.415,1.699,0.001,29.64,40.327,18.952,1.199,0.162,0.269,1.614,0.005
12/15/2030,21.51,31.091,11.929,1.302,0.097,1.554,1.828,0,21.634,31.402,11.864,1.389,0.085,1.553,1.909,0,21.509,31.569,11.448,1.158,0.106,1.107,1.865,0
 1/15/2031,19.885,30.034,9.736,1.429,0.078,2.709,2.042,0,21.389,31.692,11.085,1.476,0.135,2.563,2.195,0,20.638,30.922,10.353,1.424,0.1,2.246,2.055,0
 2/15/2031,24.63,35.2,14.059,1.189,0.171,3.231,2.446,0.002,26.673,37.625,15.72,1.138,0.235,2.913,2.65,0,25.286,35.821,14.751,0.917,0.14,2.591,2.449,0
 3/15/2031,31.922,43.627,20.216,1.443,0.639,2.872,3.011,0.017,32.074,43.826,20.322,1.33,0.693,2.565,3.121,0.015,31.024,42.818,19.228,1.412,0.551,2.405,3.056,0.016
 4/15/2031,40.218,53.719,26.715,1.911,1.436,1.744,3.059,0.067,39.176,52.433,25.917,1.825,1.424,1.674,3.128,0.05,40.245,54.131,26.359,1.742,1.328,1.368,2.993,0.093
 5/15/2031,47.92,62.544,33.296,2.541,1.72,0.449,2.527,0.182,48.001,62.578,33.423,2.745,1.764,0.432,2.624,0.154,48.61,63.128,34.091,2.765,1.635,0.279,2.508,0.215
 6/15/2031,55.77,70.768,40.771,2.645,1.222,0.001,1.742,0.511,56.691,71.993,41.389,2.867,1.365,0.001,1.722,0.533,56.83,72.061,41.598,2.69,1.098,0.003,1.668,0.546
 7/15/2031,63.447,81.769,45.124,1.322,0.642,0,0.371,1.966,64.687,83.536,45.838,0.709,0.646,0,0.121,2.396,64.071,81.861,46.28,1.492,0.558,0,0.415,1.932
 8/15/2031,63.832,82.568,45.095,0.942,0.338,0,0.182,2.907,63.274,82.27,44.277,1.038,0.357,0,0.06,2.884,63.284,81.218,45.349,1.404,0.316,0,0.219,2.409
 9/15/2031,52.932,69.503,36.36,1.703,0.239,0,0.385,0.785,52.782,69.798,35.765,1.329,0.23,0,0.247,1.113,53.268,70.641,35.895,1.25,0.201,0,0.321,1.147
10/15/2031,42.261,56.753,27.768,1.302,0.199,0,1.029,0.233,42.677,57.842,27.512,1.002,0.166,0,0.731,0.344,42.903,58.199,27.606,1.046,0.148,0,0.788,0.32
11/15/2031,29.408,39.711,19.103,1.355,0.198,0.389,1.754,0.006,29.301,39.877,18.723,1.659,0.18,0.51,1.658,0.006,31.84,42.343,21.336,1.222,0.157,0.176,1.636,0.012
12/15/2031,20.563,29.866,11.26,1.405,0.11,1.559,1.947,0,20.551,30.33,10.771,1.238,0.129,1.468,1.834,0,23.995,33.267,14.722,1.206,0.123,0.94,1.97,0
 1/15/2032,19.681,29.669,9.693,1.238,0.098,2.516,2.142,0,21.036,30.974,11.097,1.74,0.124,2.85,2.074,0,21.2,30.878,11.521,1.758,0.113,2.295,2.27,0
 2/15/2032,24.669,35.305,14.032,1.315,0.174,3.133,2.597,0,23.088,33.89,12.286,1.179,0.169,3.48,2.411,0,24.136,34.668,13.603,1.417,0.228,3.034,2.609,0
 3/15/2032,30.879,41.264,20.493,1.652,0.694,2.984,3.203,0.003,29.266,40.977,17.554,1.401,0.497,3.42,3.062,0,31.864,43.321,20.406,1.479,0.729,2.761,3.054,0.023
 4/15/2032,39.364,52.759,25.969,1.761,1.504,1.862,3.145,0.051,38.711,52.555,24.867,1.613,1.294,2.28,3.163,0.045,39.009,52.216,25.801,2.146,1.517,1.87,3.174,0.048
 5/15/2032,47.317,61.785,32.849,2.655,1.839,0.486,2.69,0.129,47.881,62.68,33.081,2.387,1.753,0.574,2.665,0.136,48.416,62.749,34.082,2.6,1.78,0.461,2.654,0.15
 6/15/2032,55.992,70.867,41.116,2.604,1.339,0.004,1.745,0.504,56.041,71.007,41.073,2.818,1.341,0.007,1.891,0.446,56.908,71.943,41.872,2.561,1.282,0.001,1.671,0.574
 7/15/2032,63.985,82.044,45.926,1.247,0.668,0,0.306,1.968,64.257,82.232,46.282,1.51,0.681,0,0.449,1.752,63.96,82.258,45.662,1.317,0.645,0,0.339,2.011
 8/15/2032,62.746,81.199,44.291,1.257,0.366,0,0.149,2.528,62.816,81.498,44.134,1.144,0.362,0,0.187,2.539,63.272,82.355,44.189,0.924,0.338,0,0.113,2.83
 9/15/2032,53.745,70.608,36.88,1.312,0.221,0,0.265,1.119,52.742,69.872,35.61,1.189,0.221,0,0.302,1.166,53.427,70.293,36.56,1.442,0.223,0,0.236,0.983
10/15/2032,42.828,57.59,28.064,1.095,0.162,0,0.766,0.295,42.4,56.914,27.886,1.168,0.178,0,0.85,0.251,42.748,57.668,27.826,1.057,0.156,0,0.71,0.299
11/15/2032,28.544,39.204,17.883,1.572,0.146,0.555,1.623,0.001,28.91,39.595,18.224,1.399,0.171,0.331,1.724,0,30.123,40.683,19.563,1.367,0.18,0.228,1.621,0.001
12/15/2032,21.516,31.163,11.869,1.573,0.1,1.751,1.931,0,20.725,30.816,10.633,1.107,0.098,1.23,1.888,0,21.549,30.936,12.16,1.609,0.108,1.497,1.902,0
 1/15/2033,19.224,29.16,9.286,1.524,0.112,2.955,2.125,0,19.748,30.128,9.367,1.348,0.067,2.357,2.071,0,20.455,30.378,10.532,1.768,0.142,2.846,2.148,0
 2/15/2033,22.664,33.471,11.857,1.163,0.149,3.61,2.448,0,24.543,35.39,13.695,1.176,0.165,2.799,2.547,0.001,24.334,34.874,13.793,1.112,0.195,3.37,2.481,0.001
 3/15/2033,30.803,42.817,18.788,1.419,0.637,3.262,3.002,0.01,32.351,44.127,20.574,1.377,0.654,2.398,3.108,0.021,30.818,42.06,19.575,1.448,0.675,3.128,2.999,0.01
 4/15/2033,38.698,51.747,25.648,1.932,1.45,2.222,3.166,0.045,40.906,54.905,26.906,1.808,1.44,1.285,3.004,0.094,39.788,53.211,26.365,1.955,1.47,1.988,3.119,0.052
 5/15/2033,48.085,62.295,33.874,3.086,2.028,0.6,2.816,0.103,47.972,62.394,33.55,2.803,1.657,0.265,2.583,0.175,48.831,63.92,33.74,2.133,1.626,0.524,2.455,0.187
 6/15/2033,57.702,73.196,42.207,2.265,1.401,0.004,1.502,0.527,56.147,71.065,41.229,2.555,1.092,0,1.693,0.541,56.833,72.623,41.042,2.218,1.144,0.01,1.47,0.73
 7/15/2033,64.947,83.53,46.363,1.189,0.705,0,0.276,2.344,63.658,81.685,45.629,1.289,0.548,0,0.331,1.973,65.439,84.574,46.302,0.934,0.566,0,0.14,2.533
 8/15/2033,63.637,82.574,44.699,1.172,0.381,0,0.089,2.664,62.033,80.147,43.918,1.612,0.339,0,0.254,2.233,64.032,83.393,44.669,0.921,0.306,0,0.053,3.042
 9/15/2033,53.974,71.367,36.581,1.295,0.231,0,0.227,1.175,52.721,69.468,35.972,1.485,0.23,0,0.409,0.96,54.869,72.534,37.203,1.295,0.197,0,0.158,1.204
10/15/2033,43.269,57.812,28.726,1.27,0.189,0,0.78,0.27,42.374,56.344,28.402,1.401,0.213,0,1.096,0.223,42.865,57.651,28.078,1.253,0.158,0,0.774,0.274
11/15/2033,29.657,40.147,19.167,1.446,0.164,0.344,1.709,0,29.479,39.877,19.079,1.329,0.231,0.339,1.793,0,29.32,39.914,18.726,1.395,0.149,0.395,1.597,0.001
12/15/2033,21.524,30.996,12.05,1.446,0.095,1.495,1.953,0,21.352,30.838,11.865,1.278,0.126,1.384,1.986,0,21.57,31.124,12.015,1.393,0.092,1.517,1.813,0
 1/15/2034,19.343,29.382,9.303,1.196,0.083,2.436,2.138,0,20.1,30.2,9.999,1.487,0.107,2.617,2.151,0,19.463,29.562,9.363,1.573,0.078,2.827,2.012,0
 2/15/2034,25.698,36.432,14.963,1.211,0.186,2.895,2.608,0,25.696,36.223,15.169,1.168,0.258,2.989,2.547,0,23.347,34.096,12.597,1.463,0.132,3.686,2.436,0
 3/15/2034,30.344,41.814,18.874,1.402,0.583,2.836,3.067,0.008,32.086,43.565,20.607,1.371,0.734,2.572,3.087,0.013,32.334,43.715,20.952,1.4,0.673,3.1,3.149,0.01
 4/15/2034,38.964,52.213,25.714,1.744,1.396,1.78,3.141,0.046,38.614,52.007,25.22,1.913,1.516,1.654,3.141,0.048,39.468,53.06,25.875,2.132,1.625,2.038,3.162,0.053
 5/15/2034,47.989,62.158,33.819,2.647,1.746,0.44,2.632,0.144,47.608,62.195,33.019,2.288,1.659,0.428,2.518,0.164,48.669,63.532,33.806,2.531,1.888,0.637,2.505,0.188
 6/15/2034,56.318,70.916,41.72,2.588,1.221,0.001,1.726,0.497,57.115,72.496,41.733,2.295,1.17,0.006,1.413,0.679,56.303,71.532,41.074,2.596,1.394,0.022,1.696,0.607
 7/15/2034,64.054,81.723,46.385,1.394,0.619,0,0.326,1.882,63.988,82.013,45.962,1.178,0.59,0,0.298,2.362,65.104,83.84,46.368,1.161,0.697,0,0.265,2.176
 8/15/2034,62.597,81.169,44.025,1.083,0.329,0,0.116,2.624,63.602,82.393,44.81,1.02,0.317,0,0.087,2.782,63.493,82.385,44.6,1.141,0.378,0,0.14,2.744
 9/15/2034,54.795,72.087,37.502,1.206,0.201,0,0.216,1.28,54.714,72.501,36.926,0.908,0.178,0,0.086,1.45,54.021,71.266,36.775,1.407,0.24,0,0.289,1.088
10/15/2034,42.657,57.738,27.576,1.192,0.152,0,0.792,0.25,42.971,57.536,28.405,1.363,0.146,0,0.802,0.227,41.871,56.266,27.476,1.224,0.173,0,0.892,0.184
11/15/2034,30.505,40.626,20.383,1.342,0.155,0.309,1.632,0.003,29.42,40.005,18.835,1.521,0.149,0.382,1.748,0,30.452,40.637,20.267,1.428,0.182,0.335,1.754,0.008
12/15/2034,22.592,32.061,13.123,1.318,0.1,1.269,1.925,0,23.518,33.011,14.025,1.434,0.113,1.364,2.105,0,20.942,30.101,11.782,1.714,0.122,1.654,2.068,0
 1/15/2035,18.951,28.836,9.065,1.615,0.068,2.687,2.084,0,19.964,29.76,10.166,1.625,0.111,2.646,2.336,0,20.541,30.332,10.749,1.448,0.12,2.724,2.326,0
 2/15/2035,23.458,34.238,12.677,1.155,0.147,3.239,2.467,0,24.38,34.943,13.816,1.148,0.199,3.195,2.651,0,22.966,33.811,12.12,1.215,0.155,3.477,2.598,0
 3/15/2035,32.406,43.714,21.098,1.477,0.721,2.719,3.108,0.009,30.319,42.017,18.62,1.585,0.622,3.176,3.149,0.011,32.596,44.237,20.954,1.644,0.839,2.953,3.224,0.009
 4/15/2035,39.382,52.994,25.769,1.706,1.43,1.716,3.114,0.063,38.451,51.738,25.163,1.995,1.508,2.266,3.202,0.046,39.879,53.313,26.444,2.021,1.689,1.844,3.142,0.053
 5/15/2035,48.998,63.744,34.25,2.572,1.724,0.404,2.5,0.203,47.751,62.196,33.305,2.448,1.853,0.687,2.659,0.139,48.793,63.378,34.207,2.708,1.902,0.458,2.623,0.139
 6/15/2035,56.642,71.864,41.419,2.822,1.261,0.002,1.692,0.521,55.757,71.086,40.428,2.349,1.357,0.02,1.669,0.527,56.9,72.009,41.789,2.597,1.337,0.003,1.676,0.574
 7/15/2035,63.806,81.981,45.63,1.287,0.627,0,0.373,2.035,64.427,83.389,45.464,0.961,0.673,0,0.218,2.269,64.972,83.399,46.545,1.18,0.663,0,0.245,2.151
 8/15/2035,63.636,82.469,44.802,1.202,0.344,0,0.166,2.62,63.619,82.152,45.085,1.308,0.38,0,0.122,2.629,63.559,81.958,45.159,1.241,0.366,0,0.121,2.657
 9/15/2035,53.272,70.534,36.009,1.221,0.222,0,0.262,1.181,53.732,71.657,35.807,1.122,0.22,0,0.206,1.272,53.071,69.816,36.326,1.277,0.224,0,0.206,1.077
10/15/2035,42.13,57.564,26.696,1.061,0.159,0,0.808,0.287,43.058,58.361,27.755,1.204,0.176,0,0.744,0.278,42.452,57.133,27.77,1.199,0.169,0,0.802,0.243
11/15/2035,29.365,40.329,18.401,1.355,0.168,0.37,1.59,0,29.769,40.745,18.792,1.723,0.195,0.488,1.734,0.003,31.232,41.53,20.934,1.625,0.215,0.307,1.824,0.007
12/15/2035,23.013,32.227,13.799,1.64,0.176,1.471,1.932,0,22.601,31.962,13.239,1.519,0.139,1.599,2.036,0,21.156,30.729,11.582,1.486,0.13,1.488,2.054,0
 1/15/2036,20.114,30.119,10.108,1.686,0.12,2.884,2.135,0,20.123,30.184,10.061,1.426,0.107,2.794,2.186,0,22.51,32.248,12.772,1.456,0.198,2.433,2.304,0
 2/15/2036,23.619,34.339,12.899,1.524,0.221,3.734,2.495,0.001,25.772,36.037,15.506,1.505,0.271,3.336,2.728,0,26.017,36.417,15.616,1.315,0.36,2.91,2.616,0
 3/15/2036,30.14,42.299,17.98,1.552,0.628,3.669,3.012,0.01,32.723,44.96,20.484,1.404,0.817,2.81,3.18,0.008,33.309,44.882,21.736,1.548,0.867,2.418,3.227,0.007
 4/15/2036,39.442,53.193,25.691,1.848,1.463,2.368,3.18,0.041,39.436,53.46,25.411,1.859,1.531,1.831,3.138,0.047,41.28,54.436,28.124,2.307,1.684,1.441,3.094,0.05
 5/15/2036,47.769,62.436,33.102,2.808,2.031,0.695,2.706,0.128,47.9,62.487,33.312,2.689,1.81,0.54,2.652,0.142,49.494,63.708,35.28,2.888,1.808,0.362,2.545,0.197
 6/15/2036,57.085,72.934,41.234,2.332,1.416,0.008,1.646,0.561,57.081,72.131,42.03,2.473,1.264,0.002,1.613,0.495,57.702,73.039,42.364,2.762,1.256,0.004,1.636,0.567
 7/15/2036,64.905,84.104,45.704,0.898,0.696,0,0.154,2.347,63.378,81.368,45.388,1.454,0.652,0,0.39,1.936,64.55,82.336,46.763,1.42,0.631,0,0.371,2.041
 8/15/2036,63.472,82.412,44.532,1.102,0.382,0,0.081,2.831,63.48,81.776,45.182,1.329,0.359,0,0.215,2.518,63.669,81.73,45.608,1.232,0.343,0,0.154,2.583
 9/15/2036,52.495,69.33,35.66,1.654,0.272,0,0.34,0.884,54.558,71.215,37.9,1.33,0.221,0,0.289,1.13,54.057,70.525,37.588,1.765,0.238,0,0.397,0.849
10/15/2036,42.129,57.424,26.833,1.076,0.18,0,0.856,0.272,43.053,57.766,28.34,1.191,0.176,0,0.788,0.251,42.686,57.241,28.13,1.251,0.204,0.002,0.95,0.281
11/15/2036,29.246,40.232,18.26,1.198,0.163,0.315,1.555,0.01,29.421,40.262,18.58,1.148,0.15,0.307,1.468,0.001,31.421,41.395,21.447,1.395,0.263,0.231,1.737,0.001
12/15/2036,22.589,32.071,13.105,1.48,0.126,1.392,1.851,0.001,21.255,30.807,11.702,1.319,0.104,1.268,1.754,0,22.815,31.928,13.7,1.413,0.194,1.218,2.011,0
 1/15/2037,18.995,28.998,8.992,1.31,0.11,2.42,2.034,0,19.614,30.102,9.125,1.414,0.083,2.46,1.909,0,21.513,31.418,11.607,1.458,0.139,2.369,2.231,0
 2/15/2037,24.853,35.59,14.115,1.16,0.202,2.849,2.48,0,25.363,35.45,15.275,1.251,0.166,2.92,2.457,0.001,25.779,35.957,15.599,1.189,0.257,2.86,2.557,0.002
 3/15/2037,31.092,42.983,19.199,1.339,0.628,2.544,3.046,0.009,31.577,43.56,19.592,1.225,0.565,2.54,2.995,0.023,31.672,42.829,20.513,1.645,0.756,2.674,3.121,0.008
 4/15/2037,40.098,54.115,26.08,2.031,1.417,1.564,3.119,0.061,39.352,52.45,26.254,2.212,1.451,1.683,3.127,0.056,39.493,52.726,26.258,1.748,1.452,1.692,3.12,0.061
 5/15/2037,48.661,63.455,33.866,2.681,1.675,0.401,2.572,0.159,49.266,64.097,34.435,2.672,1.73,0.38,2.557,0.197,48.958,63.396,34.519,2.509,1.678,0.402,2.51,0.171
 6/15/2037,57.399,73.047,41.75,2.537,1.174,0.002,1.613,0.636,56.656,71.743,41.568,2.499,1.229,0.001,1.639,0.71,56.722,71.87,41.574,2.679,1.201,0.002,1.694,0.597
 7/15/2037,65.264,83.6,46.927,1.214,0.585,0,0.283,2.254,64.494,82.917,46.07,1.103,0.612,0,0.326,2.298,65.298,83.986,46.609,1.214,0.601,0,0.294,2.2
 8/15/2037,63.186,81.606,44.765,1.296,0.333,0,0.17,2.589,63.393,81.841,44.944,1.271,0.361,0,0.196,2.641,64.522,83.782,45.261,0.997,0.323,0,0.134,2.95
 9/15/2037,53.377,69.939,36.814,1.824,0.251,0,0.483,0.845,54.087,71.13,37.044,1.192,0.225,0,0.264,1.235,54.781,71.689,37.872,1.452,0.237,0,0.353,1.215
10/15/2037,41.9,56.277,27.522,1.132,0.189,0,1.004,0.217,41.93,56.689,27.17,1.303,0.179,0,0.959,0.195,42.78,57.347,28.213,1.146,0.179,0,0.872,0.259
11/15/2037,31.164,41.544,20.783,1.546,0.245,0.319,1.884,0.01,30.762,41.027,20.496,1.211,0.188,0.161,1.763,0.005,30.503,40.828,20.178,1.422,0.196,0.385,1.663,0.005
12/15/2037,21.693,31.014,12.37,1.454,0.163,1.413,2.137,0,20.599,30.481,10.717,1.534,0.098,1.452,1.976,0,23.075,32.428,13.721,1.435,0.141,1.407,1.968,0.001
