"Site","bracket","year","n_members","n_draws","P_exceed_naive","P_exceed_corrected","frac_temp_extrap"
"FH","low",2069,10,20000,0,0,0
"FH","low",2070,10,20000,0,0,0
"FH","low",2071,10,20000,0,0,0
"FH","low",2072,10,20000,0,0,0
"FH","low",2073,10,20000,0,0,0
"FH","low",2074,10,20000,0,0,0
"FH","low",2075,10,20000,0,0,0
"FH","low",2076,10,20000,0,0,0
"FH","low",2077,10,20000,0,0,0
"FH","low",2078,10,20000,0,0,0
"FH","low",2079,10,20000,0,0,0
"FH","low",2080,10,20000,0,0,0
"FH","low",2081,10,20000,0,0,0
"FH","low",2082,10,20000,0,0,0
"FH","low",2083,10,20000,0,0,0
"FH","low",2084,10,20000,0,0,0
"FH","low",2085,10,20000,0,0,0
"FH","low",2086,10,20000,0,0,0
"FH","low",2087,10,20000,0,0,0
"FH","low",2088,10,20000,0,0,0
"FH","low",2089,10,20000,0,0,0
"FH","low",2090,10,20000,0,0,0
"FH","low",2091,10,20000,0,0,0
"FH","low",2092,10,20000,0,0,0
"FH","low",2093,10,20000,0,0,0
"FH","low",2094,10,20000,0,0,0
"FH","low",2095,10,20000,0,0,0
"FH","low",2096,10,20000,0,0,0
"FH","low",2097,10,20000,0,0,0
"FH","low",2098,10,20000,0,0,0
"GR","high",2026,11,22000,0,0.509954545454545,0
"GR","high",2027,11,22000,0,0.465681818181818,0
"GR","high",2028,11,22000,0,0.449727272727273,0
"GR","high",2029,11,22000,0,0.468363636363636,0
"GR","high",2030,11,22000,0,0.451409090909091,0
"GR","high",2031,11,22000,0,0.425272727272727,0
"GR","high",2032,11,22000,0,0.403,0
"GR","high",2033,11,22000,0,0.383454545454545,0
"GR","high",2034,11,22000,0,0.380727272727273,0
"GR","high",2035,11,22000,0,0.345409090909091,0
"GR","high",2036,11,22000,0,0.317090909090909,0
"GR","high",2037,11,22000,0,0.299681818181818,0
"GR","high",2038,11,22000,0,0.306136363636364,0
"GR","high",2039,11,22000,0,0.304636363636364,0
"GR","high",2040,11,22000,0,0.285727272727273,0
"GR","high",2041,11,22000,0,0.276136363636364,0
"GR","high",2042,11,22000,0,0.262863636363636,0
"GR","high",2043,11,22000,0,0.259090909090909,0
"GR","high",2044,11,22000,0,0.236681818181818,0
"GR","high",2045,11,22000,0,0.229818181818182,0
"GR","high",2046,11,22000,0,0.226454545454545,0
"GR","high",2047,11,22000,0,0.213272727272727,0
"GR","high",2048,11,22000,0,0.198363636363636,0
"GR","high",2049,11,22000,0,0.2065,0
"GR","high",2050,11,22000,0,0.186454545454545,0
"GR","high",2051,11,22000,0,0.180590909090909,0
"GR","high",2052,11,22000,0,0.2015,0
"GR","high",2053,11,22000,0,0.2115,0
"GR","high",2054,11,22000,0,0.210681818181818,0
"GR","high",2055,11,22000,0,0.207181818181818,0
"GR","high",2056,11,22000,0,0.213045454545455,0
"GR","high",2057,11,22000,0,0.221681818181818,0
"GR","high",2058,11,22000,0,0.232318181818182,0
"GR","high",2059,11,22000,0,0.216636363636364,0
"GR","high",2060,11,22000,0,0.214045454545455,0
"GR","high",2061,11,22000,0,0.228181818181818,0
"GR","high",2062,11,22000,0,0.218545454545455,0
"GR","high",2063,11,22000,0,0.218772727272727,0
"GR","high",2064,11,22000,0,0.221227272727273,0
"GR","high",2065,11,22000,0,0.236818181818182,0
"GR","high",2066,11,22000,0,0.233454545454545,0
"GR","high",2067,11,22000,0,0.224636363636364,0
"GR","high",2068,11,22000,0,0.244409090909091,0
"GR","high",2069,11,22000,0,0.252318181818182,0
"GR","high",2070,11,22000,0,0.289045454545455,0
"GR","high",2071,11,22000,0,0.295227272727273,0
"GR","high",2072,11,22000,0,0.294454545454545,0
"GR","high",2073,11,22000,0,0.301090909090909,0
"GR","high",2074,11,22000,0,0.3235,0
"GR","high",2075,11,22000,0,0.338727272727273,0
"GR","high",2076,11,22000,0,0.350727272727273,0
"GR","high",2077,11,22000,0,0.360636363636364,0
"GR","high",2078,11,22000,0,0.378863636363636,0
"GR","high",2079,11,22000,0,0.4035,0
"GR","high",2080,11,22000,0,0.420772727272727,0
"GR","high",2081,11,22000,0,0.423954545454545,0
"GR","high",2082,11,22000,0,0.425454545454545,0
"GR","high",2083,11,22000,0,0.447590909090909,0
"GR","high",2084,11,22000,0,0.437590909090909,0
"GR","high",2085,11,22000,0,0.47,0
"GR","high",2086,11,22000,0,0.468772727272727,0
"GR","high",2087,11,22000,0,0.466181818181818,0
"GR","high",2088,11,22000,0,0.473863636363636,0
"GR","high",2089,11,22000,0,0.479636363636364,0
"GR","high",2090,11,22000,0,0.480409090909091,0
"GR","high",2091,11,22000,0,0.468909090909091,0
"GR","high",2092,11,22000,0,0.462272727272727,0
"GR","high",2093,11,22000,0,0.492136363636364,0
"GR","high",2094,11,22000,0.0909090909090909,0.480136363636364,0
"GR","high",2095,11,22000,0,0.476227272727273,0
"GR","high",2096,11,22000,0,0.480772727272727,0
"GR","high",2097,11,22000,0.181818181818182,0.483727272727273,0
"GR","high",2098,11,22000,0.0909090909090909,0.513409090909091,0
"GR","low",2026,10,20000,0,0.5378,0
"GR","low",2027,10,20000,0,0.48865,0
"GR","low",2028,10,20000,0,0.48845,0
"GR","low",2029,10,20000,0,0.47215,0
"GR","low",2030,10,20000,0,0.4683,0
"GR","low",2031,10,20000,0,0.4584,0
"GR","low",2032,10,20000,0,0.45575,0
"GR","low",2033,10,20000,0,0.46245,0
"GR","low",2034,10,20000,0,0.46885,0
"GR","low",2035,10,20000,0,0.4432,0
"GR","low",2036,10,20000,0,0.4355,0
"GR","low",2037,10,20000,0,0.41055,0
"GR","low",2038,10,20000,0,0.37845,0
"GR","low",2039,10,20000,0,0.39455,0
"GR","low",2040,10,20000,0,0.38435,0
"GR","low",2041,10,20000,0,0.35415,0
"GR","low",2042,10,20000,0,0.36665,0
"GR","low",2043,10,20000,0,0.34005,0
"GR","low",2044,10,20000,0,0.3465,0
"GR","low",2045,10,20000,0,0.33795,0
"GR","low",2046,10,20000,0,0.33865,0
"GR","low",2047,10,20000,0,0.3157,0
"GR","low",2048,10,20000,0,0.30705,0
"GR","low",2049,10,20000,0,0.29925,0
"GR","low",2050,10,20000,0,0.3249,0
"GR","low",2051,10,20000,0,0.3268,0
"GR","low",2052,10,20000,0,0.32835,0
"GR","low",2053,10,20000,0,0.33615,0
"GR","low",2054,10,20000,0,0.3119,0
"GR","low",2055,10,20000,0,0.28855,0
"GR","low",2056,10,20000,0,0.31035,0
"GR","low",2057,10,20000,0,0.3161,0
"GR","low",2058,10,20000,0,0.316,0
"GR","low",2059,10,20000,0,0.32325,0
"GR","low",2060,10,20000,0,0.31265,0
"GR","low",2061,10,20000,0,0.3074,0
"GR","low",2062,10,20000,0,0.3133,0
"GR","low",2063,10,20000,0,0.31485,0
"GR","low",2064,10,20000,0,0.3088,0
"GR","low",2065,10,20000,0,0.32265,0
"GR","low",2066,10,20000,0,0.30045,0
"GR","low",2067,10,20000,0,0.2801,0
"GR","low",2068,10,20000,0,0.2698,0
"GR","low",2069,10,20000,0,0.2615,0
"GR","low",2070,10,20000,0,0.2401,0
"GR","low",2071,10,20000,0,0.22405,0
"GR","low",2072,10,20000,0,0.231,0
"GR","low",2073,10,20000,0,0.2263,0
"GR","low",2074,10,20000,0,0.21295,0
"GR","low",2075,10,20000,0,0.2005,0
"GR","low",2076,10,20000,0,0.1973,0
"GR","low",2077,10,20000,0,0.19315,0
"GR","low",2078,10,20000,0,0.1771,0
"GR","low",2079,10,20000,0,0.1826,0
"GR","low",2080,10,20000,0,0.1917,0
"GR","low",2081,10,20000,0,0.1911,0
"GR","low",2082,10,20000,0,0.1865,0
"GR","low",2083,10,20000,0,0.1919,0
"GR","low",2084,10,20000,0,0.1879,0
"GR","low",2085,10,20000,0,0.18955,0
"GR","low",2086,10,20000,0,0.1611,0
"GR","low",2087,10,20000,0,0.1781,0
"GR","low",2088,10,20000,0,0.1948,0
"GR","low",2089,10,20000,0,0.18945,0
"GR","low",2090,10,20000,0,0.19835,0
"GR","low",2091,10,20000,0,0.2044,0
"GR","low",2092,10,20000,0,0.21135,0
"GR","low",2093,10,20000,0,0.1991,0
"GR","low",2094,10,20000,0,0.2029,0
"GR","low",2095,10,20000,0,0.21085,0
"GR","low",2096,10,20000,0,0.21585,0
"GR","low",2097,10,20000,0,0.23775,0
"GR","low",2098,10,20000,0,0.2275,0
"HU","high",2026,11,22000,0,0,0
"HU","high",2027,11,22000,0,0,0
"HU","high",2028,11,22000,0,0,0
"HU","high",2029,11,22000,0,0,0
"HU","high",2030,11,22000,0,0.00172727272727273,0
"HU","high",2031,11,22000,0,0,0
"HU","high",2032,11,22000,0,0.00186363636363636,0
"HU","high",2033,11,22000,0,0.00527272727272727,0
"HU","high",2034,11,22000,0,0.00509090909090909,0
"HU","high",2035,11,22000,0,0.00877272727272727,0
"HU","high",2036,11,22000,0,0.0133181818181818,0
"HU","high",2037,11,22000,0,0.0176818181818182,0
"HU","high",2038,11,22000,0,0.0280454545454545,0
"HU","high",2039,11,22000,0,0.0357727272727273,1
"HU","high",2040,11,22000,0,0.0340909090909091,1
"HU","high",2041,11,22000,0,0.0500454545454545,1
"HU","high",2042,11,22000,0,0.0521818181818182,1
"HU","high",2043,11,22000,0,0.0619090909090909,1
"HU","high",2044,11,22000,0,0.0675454545454545,1
"HU","high",2045,11,22000,0,0.0716363636363636,1
"HU","high",2046,11,22000,0,0.0905,1
"HU","high",2047,11,22000,0,0.0889545454545455,1
"HU","high",2048,11,22000,0,0.0986363636363636,1
"HU","high",2049,11,22000,0,0.0978636363636364,1
"HU","high",2050,11,22000,0,0.104318181818182,1
"HU","high",2051,11,22000,0,0.101818181818182,1
"HU","high",2052,11,22000,0,0.127090909090909,1
"HU","high",2053,11,22000,0,0.141818181818182,1
"HU","high",2054,11,22000,0,0.153272727272727,1
"HU","high",2055,11,22000,0,0.153681818181818,1
"HU","high",2056,11,22000,0,0.179318181818182,1
"HU","high",2057,11,22000,0,0.179272727272727,1
"HU","high",2058,11,22000,0,0.207454545454545,1
"HU","high",2059,11,22000,0,0.227045454545455,1
"HU","high",2060,11,22000,0,0.239545454545455,1
"HU","high",2061,11,22000,0,0.262045454545455,1
"HU","high",2062,11,22000,0,0.268954545454545,1
"HU","high",2063,11,22000,0,0.288318181818182,1
"HU","high",2064,11,22000,0,0.294636363636364,1
"HU","high",2065,11,22000,0,0.317409090909091,1
"HU","high",2066,11,22000,0,0.355636363636364,1
"HU","high",2067,11,22000,0,0.358636363636364,1
"HU","high",2068,11,22000,0,0.377181818181818,1
"HU","high",2069,11,22000,0,0.3935,1
"HU","high",2070,11,22000,0,0.424818181818182,1
"HU","high",2071,11,22000,0,0.449409090909091,1
"HU","high",2072,11,22000,0,0.444727272727273,1
"HU","high",2073,11,22000,0,0.469,1
"HU","high",2074,11,22000,0,0.490045454545455,1
"HU","high",2075,11,22000,0,0.499727272727273,1
"HU","high",2076,11,22000,0,0.518909090909091,1
"HU","high",2077,11,22000,0.0909090909090909,0.530090909090909,1
"HU","high",2078,11,22000,0.181818181818182,0.553772727272727,1
"HU","high",2079,11,22000,0.181818181818182,0.581409090909091,1
"HU","high",2080,11,22000,0.272727272727273,0.592954545454545,1
"HU","high",2081,11,22000,0.272727272727273,0.591227272727273,1
"HU","high",2082,11,22000,0.272727272727273,0.615045454545455,1
"HU","high",2083,11,22000,0.272727272727273,0.622863636363636,1
"HU","high",2084,11,22000,0.272727272727273,0.612590909090909,1
"HU","high",2085,11,22000,0.181818181818182,0.627181818181818,1
"HU","high",2086,11,22000,0.0909090909090909,0.628727272727273,1
"HU","high",2087,11,22000,0.0909090909090909,0.603818181818182,1
"HU","high",2088,11,22000,0.0909090909090909,0.624590909090909,1
"HU","high",2089,11,22000,0.0909090909090909,0.627863636363636,1
"HU","high",2090,11,22000,0.0909090909090909,0.630727272727273,1
"HU","high",2091,11,22000,0.0909090909090909,0.631318181818182,1
"HU","high",2092,11,22000,0.0909090909090909,0.639227272727273,1
"HU","high",2093,11,22000,0.181818181818182,0.65,1
"HU","high",2094,11,22000,0.0909090909090909,0.639090909090909,1
"HU","high",2095,11,22000,0.0909090909090909,0.640136363636364,1
"HU","high",2096,11,22000,0.0909090909090909,0.638045454545455,1
"HU","high",2097,11,22000,0.0909090909090909,0.637772727272727,1
"HU","high",2098,11,22000,0.272727272727273,0.655409090909091,1
"HU","low",2026,10,20000,0,0,0
"HU","low",2027,10,20000,0,0,0
"HU","low",2028,10,20000,0,0,0
"HU","low",2029,10,20000,0,0,0
"HU","low",2030,10,20000,0,0,0
"HU","low",2031,10,20000,0,0,0
"HU","low",2032,10,20000,0,0,0
"HU","low",2033,10,20000,0,0,0
"HU","low",2034,10,20000,0,0,0
"HU","low",2035,10,20000,0,9e-04,0
"HU","low",2036,10,20000,0,0.00135,0
"HU","low",2037,10,20000,0,0.00145,0
"HU","low",2038,10,20000,0,0.0028,0
"HU","low",2039,10,20000,0,0.00205,0
"HU","low",2040,10,20000,0,0.00275,0
"HU","low",2041,10,20000,0,0.0015,0
"HU","low",2042,10,20000,0,0.00375,0
"HU","low",2043,10,20000,0,0.00235,0
"HU","low",2044,10,20000,0,0.00195,0
"HU","low",2045,10,20000,0,0.00255,0
"HU","low",2046,10,20000,0,0.0041,0
"HU","low",2047,10,20000,0,0.00565,0
"HU","low",2048,10,20000,0,0.00655,0
"HU","low",2049,10,20000,0,0.0135,0
"HU","low",2050,10,20000,0,0.0222,0
"HU","low",2051,10,20000,0,0.0202,0
"HU","low",2052,10,20000,0,0.02425,0
"HU","low",2053,10,20000,0,0.03345,1
"HU","low",2054,10,20000,0,0.03735,1
"HU","low",2055,10,20000,0,0.0352,1
"HU","low",2056,10,20000,0,0.0382,1
"HU","low",2057,10,20000,0,0.04485,1
"HU","low",2058,10,20000,0,0.03925,1
"HU","low",2059,10,20000,0,0.0444,1
"HU","low",2060,10,20000,0,0.0494,1
"HU","low",2061,10,20000,0,0.0584,1
"HU","low",2062,10,20000,0,0.06635,1
"HU","low",2063,10,20000,0,0.06655,1
"HU","low",2064,10,20000,0,0.0753,1
"HU","low",2065,10,20000,0,0.07605,1
"HU","low",2066,10,20000,0,0.08805,1
"HU","low",2067,10,20000,0,0.08475,1
"HU","low",2068,10,20000,0,0.0977,1
"HU","low",2069,10,20000,0,0.09615,1
"HU","low",2070,10,20000,0,0.10035,1
"HU","low",2071,10,20000,0,0.09225,1
"HU","low",2072,10,20000,0,0.10095,1
"HU","low",2073,10,20000,0,0.11425,1
"HU","low",2074,10,20000,0,0.11175,1
"HU","low",2075,10,20000,0,0.11735,1
"HU","low",2076,10,20000,0,0.1209,1
"HU","low",2077,10,20000,0,0.1273,1
"HU","low",2078,10,20000,0,0.13485,1
"HU","low",2079,10,20000,0,0.1395,1
"HU","low",2080,10,20000,0,0.145,1
"HU","low",2081,10,20000,0,0.15025,1
"HU","low",2082,10,20000,0,0.13595,1
"HU","low",2083,10,20000,0,0.13645,1
"HU","low",2084,10,20000,0,0.13095,1
"HU","low",2085,10,20000,0,0.129,1
"HU","low",2086,10,20000,0,0.1199,1
"HU","low",2087,10,20000,0,0.13255,1
"HU","low",2088,10,20000,0,0.1409,1
"HU","low",2089,10,20000,0,0.1366,1
"HU","low",2090,10,20000,0,0.1399,1
"HU","low",2091,10,20000,0,0.1408,1
"HU","low",2092,10,20000,0,0.1583,1
"HU","low",2093,10,20000,0,0.14595,1
"HU","low",2094,10,20000,0,0.14235,1
"HU","low",2095,10,20000,0,0.1399,1
"HU","low",2096,10,20000,0,0.1511,1
"HU","low",2097,10,20000,0,0.16885,1
"HU","low",2098,10,20000,0,0.16585,1
"MS","high",2026,11,22000,0,0.124409090909091,0
"MS","high",2027,11,22000,0,0.0892727272727273,0
"MS","high",2028,11,22000,0,0.0803636363636364,0
"MS","high",2029,11,22000,0,0.094,0
"MS","high",2030,11,22000,0,0.0987727272727273,0
"MS","high",2031,11,22000,0,0.0848636363636364,0
"MS","high",2032,11,22000,0,0.0840909090909091,0
"MS","high",2033,11,22000,0,0.0856818181818182,0
"MS","high",2034,11,22000,0,0.0972272727272727,0
"MS","high",2035,11,22000,0,0.0987727272727273,0
"MS","high",2036,11,22000,0,0.114409090909091,0
"MS","high",2037,11,22000,0,0.118681818181818,0
"MS","high",2038,11,22000,0,0.1335,0
"MS","high",2039,11,22000,0,0.146,0
"MS","high",2040,11,22000,0,0.144227272727273,0
"MS","high",2041,11,22000,0,0.156272727272727,0
"MS","high",2042,11,22000,0,0.170545454545455,0
"MS","high",2043,11,22000,0,0.181863636363636,0
"MS","high",2044,11,22000,0,0.177363636363636,0
"MS","high",2045,11,22000,0,0.190227272727273,0
"MS","high",2046,11,22000,0,0.216272727272727,0
"MS","high",2047,11,22000,0,0.218954545454545,0
"MS","high",2048,11,22000,0,0.219772727272727,0
"MS","high",2049,11,22000,0,0.223590909090909,0
"MS","high",2050,11,22000,0,0.243318181818182,0
"MS","high",2051,11,22000,0,0.232272727272727,0
"MS","high",2052,11,22000,0,0.270227272727273,0
"MS","high",2053,11,22000,0,0.271227272727273,0
"MS","high",2054,11,22000,0,0.288363636363636,0
"MS","high",2055,11,22000,0,0.303909090909091,0
"MS","high",2056,11,22000,0,0.3265,0
"MS","high",2057,11,22000,0,0.337863636363636,0
"MS","high",2058,11,22000,0,0.374409090909091,0
"MS","high",2059,11,22000,0,0.386318181818182,0
"MS","high",2060,11,22000,0,0.397181818181818,0
"MS","high",2061,11,22000,0,0.415363636363636,0
"MS","high",2062,11,22000,0,0.427909090909091,0
"MS","high",2063,11,22000,0,0.433636363636364,0
"MS","high",2064,11,22000,0,0.453954545454545,0
"MS","high",2065,11,22000,0,0.474,0
"MS","high",2066,11,22000,0,0.506954545454545,0
"MS","high",2067,11,22000,0,0.514590909090909,0
"MS","high",2068,11,22000,0,0.530863636363636,0
"MS","high",2069,11,22000,0,0.540636363636364,0
"MS","high",2070,11,22000,0,0.563045454545455,0
"MS","high",2071,11,22000,0.0909090909090909,0.589818181818182,0
"MS","high",2072,11,22000,0.181818181818182,0.583590909090909,0
"MS","high",2073,11,22000,0.272727272727273,0.607954545454545,0
"MS","high",2074,11,22000,0.363636363636364,0.631136363636364,0
"MS","high",2075,11,22000,0.363636363636364,0.645590909090909,0
"MS","high",2076,11,22000,0.454545454545455,0.651909090909091,0
"MS","high",2077,11,22000,0.363636363636364,0.660318181818182,0
"MS","high",2078,11,22000,0.454545454545455,0.679227272727273,0
"MS","high",2079,11,22000,0.363636363636364,0.691909090909091,0
"MS","high",2080,11,22000,0.454545454545455,0.706954545454546,0
"MS","high",2081,11,22000,0.363636363636364,0.700909090909091,0
"MS","high",2082,11,22000,0.454545454545455,0.712181818181818,0
"MS","high",2083,11,22000,0.454545454545455,0.716090909090909,0
"MS","high",2084,11,22000,0.454545454545455,0.708818181818182,0
"MS","high",2085,11,22000,0.454545454545455,0.719954545454545,0
"MS","high",2086,11,22000,0.454545454545455,0.730681818181818,0
"MS","high",2087,11,22000,0.545454545454545,0.714227272727273,0
"MS","high",2088,11,22000,0.636363636363636,0.728,0
"MS","high",2089,11,22000,0.636363636363636,0.724590909090909,0
"MS","high",2090,11,22000,0.545454545454545,0.738045454545455,0
"MS","high",2091,11,22000,0.545454545454545,0.738,0
"MS","high",2092,11,22000,0.545454545454545,0.723363636363636,0
"MS","high",2093,11,22000,0.636363636363636,0.731409090909091,0
"MS","high",2094,11,22000,0.636363636363636,0.7295,0
"MS","high",2095,11,22000,0.636363636363636,0.736363636363636,0
"MS","high",2096,11,22000,0.636363636363636,0.737772727272727,0
"MS","high",2097,11,22000,0.727272727272727,0.745090909090909,0
"MS","high",2098,11,22000,0.636363636363636,0.751545454545455,0
"MS","low",2026,10,20000,0,0.1526,0
"MS","low",2027,10,20000,0,0.12,0
"MS","low",2028,10,20000,0,0.10325,0
"MS","low",2029,10,20000,0,0.0967,0
"MS","low",2030,10,20000,0,0.08595,0
"MS","low",2031,10,20000,0,0.079,0
"MS","low",2032,10,20000,0,0.0836,0
"MS","low",2033,10,20000,0,0.07005,0
"MS","low",2034,10,20000,0,0.07765,0
"MS","low",2035,10,20000,0,0.0824,0
"MS","low",2036,10,20000,0,0.0803,0
"MS","low",2037,10,20000,0,0.08535,0
"MS","low",2038,10,20000,0,0.0807,0
"MS","low",2039,10,20000,0,0.0867,0
"MS","low",2040,10,20000,0,0.08085,0
"MS","low",2041,10,20000,0,0.0748,0
"MS","low",2042,10,20000,0,0.085,0
"MS","low",2043,10,20000,0,0.0831,0
"MS","low",2044,10,20000,0,0.0754,0
"MS","low",2045,10,20000,0,0.07835,0
"MS","low",2046,10,20000,0,0.07785,0
"MS","low",2047,10,20000,0,0.07965,0
"MS","low",2048,10,20000,0,0.07615,0
"MS","low",2049,10,20000,0,0.09155,0
"MS","low",2050,10,20000,0,0.10105,0
"MS","low",2051,10,20000,0,0.11065,0
"MS","low",2052,10,20000,0,0.1111,0
"MS","low",2053,10,20000,0,0.12505,0
"MS","low",2054,10,20000,0,0.1442,0
"MS","low",2055,10,20000,0,0.12995,0
"MS","low",2056,10,20000,0,0.1394,0
"MS","low",2057,10,20000,0,0.14875,0
"MS","low",2058,10,20000,0,0.14975,0
"MS","low",2059,10,20000,0,0.15315,0
"MS","low",2060,10,20000,0,0.15195,0
"MS","low",2061,10,20000,0,0.1551,0
"MS","low",2062,10,20000,0,0.1709,0
"MS","low",2063,10,20000,0,0.18945,0
"MS","low",2064,10,20000,0,0.19195,0
"MS","low",2065,10,20000,0,0.20195,0
"MS","low",2066,10,20000,0,0.21135,0
"MS","low",2067,10,20000,0,0.21915,0
"MS","low",2068,10,20000,0,0.22675,0
"MS","low",2069,10,20000,0,0.232,0
"MS","low",2070,10,20000,0,0.24235,0
"MS","low",2071,10,20000,0,0.2159,0
"MS","low",2072,10,20000,0,0.22985,0
"MS","low",2073,10,20000,0,0.24415,0
"MS","low",2074,10,20000,0,0.23795,0
"MS","low",2075,10,20000,0,0.2441,0
"MS","low",2076,10,20000,0,0.25755,0
"MS","low",2077,10,20000,0,0.26155,0
"MS","low",2078,10,20000,0,0.27415,0
"MS","low",2079,10,20000,0,0.27585,0
"MS","low",2080,10,20000,0,0.2875,0
"MS","low",2081,10,20000,0,0.2862,0
"MS","low",2082,10,20000,0,0.2827,0
"MS","low",2083,10,20000,0,0.27545,0
"MS","low",2084,10,20000,0,0.26575,0
"MS","low",2085,10,20000,0,0.267,0
"MS","low",2086,10,20000,0,0.24855,0
"MS","low",2087,10,20000,0,0.273,0
"MS","low",2088,10,20000,0,0.26405,0
"MS","low",2089,10,20000,0,0.27225,0
"MS","low",2090,10,20000,0,0.2779,0
"MS","low",2091,10,20000,0,0.27835,0
"MS","low",2092,10,20000,0,0.2935,0
"MS","low",2093,10,20000,0,0.28695,0
"MS","low",2094,10,20000,0,0.28165,0
"MS","low",2095,10,20000,0,0.28065,0
"MS","low",2096,10,20000,0,0.2952,0
"MS","low",2097,10,20000,0,0.2995,0
"MS","low",2098,10,20000,0,0.30385,0
