Site,Year,Month,date_yearmon,Date_sample,AFDM,CHLa,NH4_mg_L,NO3_mg_L,SPC,SRP_mg_L,TDS,TN_mg_L,TP_mg_L,Temp_oC,pH,TURBIDITY,DIN_mg_L
GR,2025,7,Jul 2025,2025-07-25,115.31036405435569,70.91610991874725,NA,0.004,432.9,0.0055,NA,0.19,0.027,NA,8.84,NA,NA
GR,2025,8,Aug 2025,2025-08-14,108.84556500862419,105.23952792566749,0.008,0.007,445.35,0.0035,NA,0.185,0.022,NA,8.455,NA,0.015
GR,2025,9,Sep 2025,2025-09-10,92.11756752096944,167.23194826691397,NA,NA,480.1,0.004,NA,0.17,0.015666666666666666,NA,8.465,NA,NA
HU,1998,6,Jun 1998,NA,NA,NA,NA,0.02,208,0.007,99,0.3,0.024,14.8,8.52,NA,NA
HU,1998,7,Jul 1998,NA,NA,NA,NA,0.04,NA,0.013,NA,NA,0.041,NA,NA,NA,NA
HU,1998,8,Aug 1998,NA,NA,NA,NA,NA,218,0.007,113,0.6,0.0205,22.9,7.87,NA,NA
HU,1998,9,Sep 1998,NA,NA,NA,NA,0.065,194,0.004666666666666667,98,0.16666666666666669,0.0212,18.5,8.16,NA,NA
HU,1998,10,Oct 1998,NA,NA,NA,NA,0.07,268,0.012,158,0.2,0.02,12.5,8.44,NA,NA
HU,1998,11,Nov 1998,NA,NA,NA,NA,0.15,NA,NA,NA,0.2,0.02,6.2,7.08,NA,NA
HU,1998,12,Dec 1998,NA,NA,NA,NA,0.18,516,0.009,260,0.2,0.015,4.9,7.07,NA,NA
HU,1999,1,Jan 1999,NA,NA,NA,NA,0.20500000000000002,330,0.005,166,NA,0.020999999999999998,0.9,8.59,NA,NA
HU,1999,3,Mar 1999,NA,NA,NA,0.045,0.19,274,0.0055,138,0.3,0.0555,5.3,8.02,NA,0.235
HU,1999,4,Apr 1999,NA,NA,NA,NA,0.09,255,0.004,128,0.1,0.033,5.8,5.69,NA,NA
HU,1999,5,May 1999,NA,NA,NA,NA,NA,168,NA,83,0.2,0.036,9.4,7.74,NA,NA
HU,1999,6,Jun 1999,NA,NA,NA,NA,0.02,126,0.006,63,0.1,0.076,18.5,6.67,NA,NA
HU,1999,7,Jul 1999,NA,NA,NA,0.015,0.10500000000000001,NA,0.004333333333333333,NA,0.16666666666666669,0.028666666666666667,NA,NA,NA,0.12000000000000001
HU,1999,8,Aug 1999,NA,NA,NA,0.02,0.0575,280,0.00875,144,0.2,0.026250000000000002,20.6,7.71,NA,0.0775
HU,1999,9,Sep 1999,NA,NA,NA,0.01,0.10333333333333333,306,0.004,153,0.225,0.02075,14.8,7.34,NA,0.11333333333333333
HU,1999,10,Oct 1999,NA,NA,NA,NA,0.07,259,0.009,158,0.2,0.019,7.4,4.37,NA,NA
HU,1999,11,Nov 1999,NA,NA,NA,0.08,0.1,299,0.005,149,0.15000000000000002,0.019,6.2,NA,NA,0.18
HU,1999,12,Dec 1999,NA,NA,NA,0.04,0.17,290,0.0075,145,0.35,0.019,3.3,6.65,NA,0.21000000000000002
HU,2000,1,Jan 2000,NA,NA,NA,0.05,0.17,298,0.010499999999999999,149,0.25,0.025500000000000002,3.2,6.7,NA,0.22000000000000003
HU,2000,2,Feb 2000,NA,NA,NA,0.045,0.11499999999999999,268,0.0085,134,0.2,0.03,6.3,8.11,NA,0.15999999999999998
HU,2000,3,Mar 2000,NA,NA,NA,0.04,0.09,228,0.015,115,0.3,0.043,8.5,7.64,NA,0.13
HU,2000,5,May 2000,NA,NA,NA,0.03,0.03,127,0.0055,63.5,0.2,0.0315,13.9,7.970000000000001,5.46,0.06
HU,2000,6,Jun 2000,NA,NA,NA,0.02,0.03,160,0.005,80,0.2,0.014,18,7.43,5.73,0.05
HU,2000,7,Jul 2000,NA,NA,NA,0.026666666666666665,0.22333333333333333,231,0.004666666666666667,116,0.2,0.021666666666666667,18.3,8.15,3.33,0.25
HU,2000,8,Aug 2000,NA,NA,NA,0.016666666666666666,0.03,263,0.003,131,0.23333333333333334,0.023333333333333334,19.7,8.9,NA,0.04666666666666666
HU,2000,9,Sep 2000,NA,NA,NA,0.015,0.0575,289,0.0072499999999999995,144,0.25,0.027999999999999997,19,8.51,2.3,0.07250000000000001
HU,2000,10,Oct 2000,NA,NA,NA,0.03,0.08,286,0.0085,143,0.2,0.020999999999999998,10.8,8.23,1.54,0.11
HU,2000,11,Nov 2000,NA,NA,NA,0.03,0.10333333333333333,256,0.007,129,0.2,0.016333333333333335,2.7,8.11,1.22,0.13333333333333333
HU,2000,12,Dec 2000,NA,NA,NA,0.045,0.15,291,0.004,145,0.2,0.0125,3.8,8.18,0.86,0.195
HU,2001,1,Jan 2001,NA,NA,NA,0.045,0.14950000000000002,157,0.003,79,0.2,0.0125,6.8,8.37,1.17,0.1945
HU,2001,2,Feb 2001,NA,NA,NA,0.075,0.136,314,0.0075,NA,0.25,0.022,2.6,8.6,NA,0.21100000000000002
HU,2001,3,Mar 2001,NA,NA,NA,0.04,NA,NA,0.023,NA,0.4,0.055,NA,NA,NA,NA
HU,2001,4,Apr 2001,NA,NA,NA,0.016666666666666666,0.049,257.5,0.00825,NA,0.25,0.04025,12.95,8.475,4.25,0.06566666666666666
HU,2001,5,May 2001,NA,NA,NA,0.02,0.037000000000000005,154,0.008666666666666666,77,0.23333333333333334,0.027333333333333334,15.2,8.15,NA,0.05700000000000001
HU,2001,6,Jun 2001,NA,NA,NA,NA,0.017,180,0.004,90,0.2,0.024,16.4,7.99,NA,NA
HU,2001,7,Jul 2001,NA,NA,NA,0.04,0.09066666666666667,258,0.023333333333333334,130,0.3,0.05733333333333333,18.1,8.36,NA,0.13066666666666668
HU,2001,8,Aug 2001,NA,NA,NA,0.02,0.028249999999999997,256,0.0045,129,0.225,0.019,20.3,8.76,2.77,0.04825
HU,2001,9,Sep 2001,NA,NA,NA,0.02,0.04533333333333333,266,0.0026666666666666666,135,0.23333333333333334,0.01566666666666667,16.6,8.21,2.11,0.06533333333333333
HU,2001,10,Oct 2001,NA,NA,NA,0.035,0.09,286,0.0105,145,0.25,0.025,8.1,8.26,4.11,0.125
HU,2001,11,Nov 2001,NA,NA,NA,0.02,1.628,271,0.0055,139,0.2,0.014499999999999999,6.6,8.53,2.13,1.648
HU,2001,12,Dec 2001,NA,NA,NA,0.04,0.121,277,0.004,135,0.2,0.017,2.2,8.34,1.63,0.161
HU,2002,1,Jan 2002,NA,NA,NA,0.07500000000000001,0.1755,276,0.0095,140,0.1,0.0235,1.6,8.68,1.91,0.2505
HU,2002,3,Mar 2002,NA,NA,NA,0.08,0.144,269,0.008,136,0.2,0.02,3,8.13,2.47,0.22399999999999998
HU,2002,4,Apr 2002,NA,NA,NA,0.11,0.147,275,0.036,139,0.6,0.087,4.7,8.08,10.7,0.257
HU,2002,5,May 2002,NA,NA,NA,0.02,0.036000000000000004,137.5,0.01,69,0.25,0.0605,12.600000000000001,7.824999999999999,14.309999999999999,0.05600000000000001
HU,2002,6,Jun 2002,NA,NA,NA,0.035,0.02,108,0.0085,54,0.25,0.066,13.9,7.52,24.4,0.05500000000000001
HU,2002,7,Jul 2002,NA,NA,NA,0.013333333333333334,0.04,204,0.006666666666666667,103,0.13333333333333333,0.016,21.9,8.11,1.7,0.05333333333333334
HU,2002,8,Aug 2002,NA,NA,NA,0.02666666666666667,0.08333333333333333,260,0.01,130,0.23333333333333334,0.025333333333333333,18,7.84,6.05,0.11
HU,2002,9,Sep 2002,NA,NA,NA,0.01,0.055,277,0.004333333333333333,141,0.16666666666666669,0.016666666666666666,14.8,7.67,2.22,0.065
HU,2003,6,Jun 2003,NA,NA,NA,0.02,0.044333333333333336,133.7,0.011666666666666667,71,0.23333333333333334,0.04033333333333333,16.15,7.695,10.184999999999999,0.06433333333333334
HU,2003,7,Jul 2003,NA,NA,NA,0.025,0.0665,214.7,0.006,112.9,0.30000000000000004,0.0235,20.55,7.88,1.9300000000000002,0.0915
HU,2003,8,Aug 2003,NA,NA,NA,0.01,0.049,249.66666666666666,0.005,133.1,0.16666666666666669,0.023,19.666666666666664,8.046666666666667,1.84,0.059000000000000004
HU,2003,9,Sep 2003,NA,NA,NA,NA,0.024333333333333332,280.3333333333333,0.005333333333333333,149.36666666666667,0.3,0.021666666666666667,14.966666666666667,8.24,2.7733333333333334,NA
HU,2004,5,May 2004,NA,NA,NA,0.02,0.04,163.1,0.01,NA,0.2,0.03,11.9,7.88,3.84,0.06
HU,2004,6,Jun 2004,NA,NA,NA,0.02,0.0285,134.76666666666665,0.004,NA,0.1,0.021333333333333333,15.666666666666668,8.076666666666666,4.483333333333333,0.0485
HU,2004,7,Jul 2004,NA,NA,NA,0.015,0.053500000000000006,224.5,0.0075,NA,0.2,0.025,20.1,8.125,2.91,0.0685
HU,2004,8,Aug 2004,NA,NA,NA,0.01,0.036333333333333336,240.5,0.008333333333333333,NA,0.23333333333333334,0.025,17.5,8.295,3.4699999999999998,0.04633333333333334
HU,2004,9,Sep 2004,NA,NA,NA,NA,0.029,224.5,0.0075,NA,0.15000000000000002,0.020999999999999998,13.850000000000001,8.184999999999999,1.955,NA
HU,2005,1,Jan 2005,NA,NA,NA,0.01,0.22,276,0.01,NA,0.2,0.028,1.7,7.67,5.2,0.23
HU,2005,2,Feb 2005,NA,NA,NA,NA,0.097,340,0.005,NA,0.1,0.014,1,7.4,1.7,NA
HU,2005,3,Mar 2005,NA,NA,NA,NA,0.065,346,0.008,NA,0.2,0.026,7.8,7.6,4.3,NA
HU,2005,4,Apr 2005,NA,NA,NA,NA,0.047,210,0.008,NA,0.2,0.015,7.5,8,8.3,NA
HU,2005,5,May 2005,NA,NA,NA,0.01,0.059,125,0.0135,NA,0.5,0.08349999999999999,11,7.72,36.9,0.06899999999999999
HU,2005,6,Jun 2005,NA,NA,NA,0.01,0.026,274,0.011,NA,0.2,0.037,15.25,8.46,9.85,0.036
HU,2005,7,Jul 2005,NA,NA,NA,NA,0.009,232.5,0.0035,NA,0.1,0.0165,18.05,8.2,2.9,NA
HU,2005,8,Aug 2005,NA,NA,NA,NA,0.0435,238.5,0.036500000000000005,NA,0.15000000000000002,0.018000000000000002,18.6,8.71,1.75,NA
HU,2005,9,Sep 2005,NA,NA,NA,0.02,0.12100000000000001,291.6666666666667,0.009000000000000001,NA,0.125,0.014499999999999999,14.633333333333333,8.370000000000001,2.1666666666666665,0.14100000000000001
HU,2005,10,Oct 2005,NA,NA,NA,0.02,0.072,310,0.008,NA,0.3,0.029,10.4,8.23,NA,0.092
HU,2005,11,Nov 2005,NA,NA,NA,NA,0.081,234,0.009,NA,0.1,0.024,4.3,NA,NA,NA
HU,2005,12,Dec 2005,NA,NA,NA,NA,0.191,297,0.007,NA,0.2,0.018,1.5,NA,NA,NA
HU,2006,5,May 2006,NA,NA,NA,0.02,0.062,137.9,0.01,NA,0.3,0.047,14.7,7.81,11.9,0.082
HU,2006,6,Jun 2006,NA,NA,NA,0.03,0.019999999999999997,137.55,0.0085,NA,0.2,0.0315,17.85,8.04,7.6000000000000005,0.049999999999999996
HU,2006,7,Jul 2006,NA,NA,NA,0.02,0.0455,218,0.0045000000000000005,NA,0.2,0.019,21.9,8.145,3.885,0.0655
HU,2006,8,Aug 2006,NA,NA,NA,0.02,0.039,255,0.0055,NA,0.23333333333333334,0.018,17.7,8.28,2.11,0.059
HU,2006,9,Sep 2006,NA,NA,NA,NA,0.035,283.5,0.0045000000000000005,NA,0.2,0.014499999999999999,15.05,8.5,3.455,NA
HU,2007,6,Jun 2007,NA,NA,NA,0.02,0.027666666666666666,NA,0.01,NA,0.23333333333333334,0.04033333333333333,NA,NA,NA,0.04766666666666666
HU,2007,7,Jul 2007,NA,NA,NA,NA,0.051000000000000004,NA,0.006,NA,0.2,0.014499999999999999,NA,NA,NA,NA
HU,2007,8,Aug 2007,NA,NA,NA,0.02,0.0275,NA,0.0035,NA,0.275,0.01475,NA,NA,NA,0.0475
HU,2007,9,Sep 2007,NA,NA,NA,0.01,0.045,NA,0.005,NA,0.2,0.0155,NA,NA,NA,0.055
HU,2008,6,Jun 2008,NA,NA,NA,0.01,0.0345,134.05,NA,71.1,0.25,0.0485,14.3,8.06,17,0.044500000000000005
HU,2008,7,Jul 2008,NA,NA,NA,0.015,0.016333333333333335,177.46666666666667,NA,117.83333333333333,0.2,0.019666666666666666,19.866666666666667,8.483333333333333,5.720000000000001,0.03133333333333334
HU,2008,8,Aug 2008,2008-08-01,6.205,11.05,0.015,0.0785,243.33333333333334,NA,129,0.2,0.01525,17.7,8.493333333333334,2.4233333333333333,0.0935
HU,2008,9,Sep 2008,2008-09-01,7.725,43.15,NA,0.0305,259,NA,137.65,0.2,0.015,13.95,8.73,2.205,NA
HU,2009,6,Jun 2009,NA,NA,NA,NA,0.02683,154.1,0.010490000000000001,81.7,NA,0.02625,18.1,8.04,6.99,NA
HU,2009,7,Jul 2009,NA,NA,NA,0.00739,0.0202,202.56666666666666,0.006083333333333334,107.66666666666667,0.192,0.01965,19.766666666666666,8.276666666666667,3.64,0.02759
HU,2009,8,Aug 2009,2009-08-02,9.6,39.19047619047619,0.010926666666666668,0.048613333333333335,257,0.00517,136.63333333333333,0.26366666666666666,0.016753333333333335,19.366666666666667,8.473333333333333,3.1166666666666667,0.05954
HU,2009,9,Sep 2009,2009-09-05,14.578947368421053,51.333333333333336,0.01073,0.015222,266.3333333333333,0.00297,141.56666666666666,0.22649999999999998,0.0130675,18.9,8.393333333333333,2.296666666666667,0.025952
HU,2010,6,Jun 2010,NA,NA,NA,0.0092,0.0352,153.4,0.0149,81.4,0.245,0.0386,18.9,7.47,12.2,0.0444
HU,2010,7,Jul 2010,NA,NA,NA,0.010266666666666667,0.005266666666666666,206.96666666666667,0.005166666666666667,109.93333333333334,0.17099999999999999,0.015733333333333335,20.46666666666667,8.026666666666667,2.34,0.015533333333333333
HU,2010,8,Aug 2010,2010-08-01,20.428571428571427,63.74545454545455,0.009933333333333334,0.04396666666666667,263,0.004266666666666667,139.8,0.24533333333333335,0.020466666666666668,21.733333333333334,8.18,3.5266666666666664,0.053900000000000003
HU,2010,9,Sep 2010,2010-09-10,24.15,93.32857142857142,NA,0.02725,268,0.003025,143.03333333333333,0.22025,0.014425,14.633333333333335,8.38,3.7533333333333334,NA
HU,2011,6,Jun 2011,NA,NA,NA,0.0177,0.0191,152.3,0.01395,98.75,NA,0.0731,13.3,7.8149999999999995,37,0.0368
HU,2011,7,Jul 2011,NA,NA,NA,0.00885,0.023266666666666665,148.63333333333333,0.009733333333333333,96.63333333333333,0.17133333333333334,0.0293,15.933333333333334,8.07,7.533333333333333,0.03211666666666667
HU,2011,8,Aug 2011,2011-08-02,6.8,16.80952380952381,0.012725,0.046575,219.26666666666665,0.007075,142.56666666666666,0.203595,0.021824999999999997,17.866666666666667,8.323333333333334,2.17,0.0593
HU,2011,9,Sep 2011,2011-09-04,10.666666666666666,60,0.01105,0.036,241.1,0.00495,156.65,0.215,0.014249999999999999,14.05,8.399999999999999,1.85,0.047049999999999995
HU,2012,6,Jun 2012,NA,NA,NA,0.009215000000000001,0.018475,119.65,0.007644999999999999,78,0.207845,0.02185,14.4,8.04,4.585,0.02769
HU,2012,7,Jul 2012,NA,NA,NA,0.011763333333333332,0.023710000000000002,185.86666666666667,0.003523333333333333,120.89999999999999,0.21359,0.01978,19.666666666666668,8.243333333333332,1.9066666666666667,0.035473333333333336
HU,2012,8,Aug 2012,2012-08-01,5.333333333333333,25.333333333333332,0.009470000000000001,0.033655000000000004,229.36666666666667,0.0032624999999999998,149.06666666666666,0.2229975,0.0153475,18,8.376666666666667,2.163333333333333,0.043125000000000004
HU,2012,9,Sep 2012,2012-09-02,9.380952380952381,47.333333333333336,NA,0.04407,230.10000000000002,0.0016899999999999999,149.55,0.21797,0.014515,14.7,8.420000000000002,2.2350000000000003,NA
HU,2013,7,Jul 2013,2013-07-31,5.285714285714286,14,0.012973333333333333,0.04542,242.23333333333332,0.0038325,157.56666666666666,0.192618,0.01536,19.833333333333332,8.34,2.7666666666666666,0.05839333333333334
HU,2013,8,Aug 2013,2013-08-31,4.238095238095238,22.857142857142858,0.009949999999999999,0.039790000000000006,247.7,0.003495,160.89999999999998,0.27357,0.017855,17.4,8.364999999999998,3.835,0.049740000000000006
HU,2013,9,Sep 2013,NA,NA,NA,0.00838,0.023649999999999997,279.7,0.0037099999999999998,182,0.22397999999999998,0.015710000000000002,14.1,8.36,2.83,0.032029999999999996
HU,2014,7,Jul 2014,NA,NA,NA,NA,0.0171,157.39999999999998,0.0074,102.4,0.1635,0.0174,17.95,7.805,3.695,NA
HU,2014,8,Aug 2014,2014-08-01,6.729411764705882,25.1875,0.0109,0.021400000000000002,255.9,0.0042,166.4,0.17066666666666666,0.0152,19.233333333333334,8.083333333333334,1.6466666666666667,0.0323
HU,2014,8,Aug 2014,2014-08-30,11.08095238095238,25.428571428571427,0.0109,0.021400000000000002,255.9,0.0042,166.4,0.17066666666666666,0.0152,19.233333333333334,8.083333333333334,1.6466666666666667,0.0323
HU,2014,9,Sep 2014,NA,NA,NA,0.0123,0.045,306.7,0.0040999999999999995,199.6,0.236,0.0148,14.3,8.08,2,0.0573
HU,2015,7,Jul 2015,NA,NA,NA,0.00655,0.0305,198.25,0.00195,129,0.2115,0.0151,19.85,8.29,1.645,0.03705
HU,2015,8,Aug 2015,2015-08-02,6.1,15.88888888888889,0.011550000000000001,0.0182,231.60000000000002,0.0017000000000000001,150.5,0.22049999999999997,0.0178,19.2,8.51,2.045,0.029750000000000002
HU,2015,9,Sep 2015,2015-09-06,14.047619047619047,93.76190476190476,0.0208,0.029449999999999997,261.3,0.0018,169.95,0.249,0.01755,13.850000000000001,8.52,2.9050000000000002,0.050249999999999996
HU,2016,7,Jul 2016,2016-07-29,15.7,40.07142857142857,0.015533333333333333,0.028333333333333335,209.39999999999998,0.00215,136.15,0.2005,0.009933333333333334,19.65,8.355,1.37,0.043866666666666665
HU,2016,8,Aug 2016,NA,NA,NA,0.018825,0.04323333333333334,237.89999999999998,0.00135,154.7,0.25,0.019666666666666666,15.15,8.225,4.615,0.06205833333333334
HU,2016,9,Sep 2016,2016-09-03,15.604761904761904,70.33333333333333,0.01735,0.06355,254.14999999999998,0.0012000000000000001,165.10000000000002,0.2075,0.0132,14.45,8.305,2.695,0.0809
HU,2017,7,Jul 2017,NA,NA,NA,0.011425,0.0589,220.95,0.0021,143.3,0.24333333333333335,0.014466666666666666,19.45,7.99,2.4050000000000002,0.070325
HU,2017,8,Aug 2017,2017-08-01,8.97,25.82,0.014750000000000001,0.0563,242.9,0.0017,157.95,0.2565,0.014350000000000002,19.4,8.2,1.7025000000000001,0.07105
HU,2017,9,Sep 2017,2017-09-02,12.17142857142857,35.18571428571428,0.013749999999999998,0.08665,275.3,0.0013,178.75,0.309,0.0104,15.05,8.145,2.1265,0.1004
HU,2018,7,Jul 2018,NA,NA,NA,0.009699999999999999,0.00625,218.39999999999998,0.00345,142,0.164,0.0191,18.35,7.97,4.1,0.01595
HU,2018,8,Aug 2018,2018-08-03,10.138095238095238,26.857142857142858,0.0158,0.05845,255.6,0.0018,166.1,0.2345,0.0171,17.3,8.165,2.145,0.07425000000000001
HU,2018,9,Sep 2018,2018-09-05,7.357142857142857,28.757142857142856,0.016633333333333333,0.0332,277,0.0017000000000000001,180.1,0.218,0.01245,14.350000000000001,8.24,1.92,0.049833333333333334
HU,2019,7,Jul 2019,NA,NA,NA,0.023333333333333334,0.028999999999999998,223,0.014333333333333333,145.275,0.17,0.026999999999999996,17.35,8.36,3.0949999999999998,0.05233333333333333
HU,2019,8,Aug 2019,2019-08-02,9.0455,29.04275,0.03,0.042499999999999996,274.9,0.0155,178.75,0.19,0.013999999999999999,20.4,8.485,1.71,0.0725
HU,2019,9,Sep 2019,2019-09-01,17.25,68.1,0.0175,0.033,287.45,0.013333333333333332,186.875,0.16999999999999998,0.021666666666666667,14.350000000000001,8.355,4.984999999999999,0.0505
HU,2020,7,Jul 2020,NA,NA,NA,NA,0.005,209.45,0.004,NA,0.12,0.015,19.25,8.25,5.325,NA
HU,2020,8,Aug 2020,2020-08-03,11.687142857142858,35.84619047619048,0.009,0.023,266.35,0.004,NA,0.155,0.0125,18.6,8.075,1.995,0.032
HU,2020,9,Sep 2020,2020-09-02,20.153809523809525,80.84666666666666,0.02,0.04733333333333333,290.8,0.005333333333333333,NA,0.17666666666666667,0.010666666666666666,14.7,8.135000000000002,2.825,0.06733333333333333
HU,2021,7,Jul 2021,NA,NA,NA,0.03,0.022,243.3,0.00145,NA,0.155,0.0165,19.700000000000003,8.280000000000001,1.9249999999999998,0.052
HU,2021,8,Aug 2021,2021-08-04,16.19047619047619,62.95238095238095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HU,2021,9,Sep 2021,2021-09-02,64.80952380952381,363.7142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HU,2022,8,Aug 2022,2022-08-01,14.6875,43.62551875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HU,2022,9,Sep 2022,2022-09-02,23.047619047619047,68.87476190476191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HU,2023,7,Jul 2023,NA,NA,NA,NA,0.03,238.4,0.0035,NA,0.22,0.013,19.65,8.335,NA,NA
HU,2023,8,Aug 2023,2023-08-04,10.697142857142858,38.90380952380952,NA,0.04,272,0.001,NA,0.19,0.013000000000000001,19.85,8.45,NA,NA
HU,2023,9,Sep 2023,2023-09-03,13.507619047619048,58.04142857142857,0.05,0.0195,289.5,NA,NA,0.17,0.0095,16.75,8.55,NA,0.0695
HU,2025,7,Jul 2025,NA,NA,NA,NA,0.08499999999999999,253.5,0.0015,NA,0.21,0.0155,NA,8.25,NA,NA
HU,2025,8,Aug 2025,2025-08-12,20.794573643410857,135.89291472868217,0.01,0.035500000000000004,258.9,NA,NA,0.16,0.016,NA,8.265,NA,0.045500000000000006
HU,2025,9,Sep 2025,2025-09-12,14.496124031007753,73.64531782945741,NA,0.055499999999999994,269.45,NA,NA,0.16499999999999998,0.013500000000000002,NA,8.2,NA,NA
MS,1998,6,Jun 1998,NA,NA,NA,NA,NA,NA,0.004,NA,NA,0.02,NA,NA,NA,NA
MS,1998,7,Jul 1998,NA,NA,NA,0.02,0.03,NA,0.016,NA,0.1,0.077,NA,NA,NA,0.05
MS,1998,8,Aug 1998,NA,NA,NA,NA,NA,242,NA,123,0.9,0.016,21.2,7.84,NA,NA
MS,1998,9,Sep 1998,NA,NA,NA,NA,NA,225,0.002,112,NA,0.009,18.4,7.97,NA,NA
MS,1998,10,Oct 1998,NA,NA,NA,NA,0.03,290,0.011,145,0.1,0.15,9.9,8.17,NA,NA
MS,1998,11,Nov 1998,NA,NA,NA,NA,0.02,291,0.006,147,NA,0.01,5.2,8.18,NA,NA
MS,1998,12,Dec 1998,NA,NA,NA,NA,0.10500000000000001,535,NA,216,0.15000000000000002,0.010499999999999999,3.6,8.12,NA,NA
MS,1999,1,Jan 1999,NA,NA,NA,NA,0.11,433,0.009,219,NA,0.019,0.2,7.8,NA,NA
MS,1999,3,Mar 1999,NA,NA,NA,0.03,0.11,291,0.022,147,0.3,0.12,5.6,8.22,NA,0.14
MS,1999,4,Apr 1999,NA,NA,NA,NA,0.12,313,0.008,155,0.1,0.035,12,7.84,NA,NA
MS,1999,5,May 1999,NA,NA,NA,NA,0.03,190.5,0.0065,94.5,0.75,0.0855,12.05,7.955,NA,NA
MS,1999,6,Jun 1999,NA,NA,NA,NA,NA,180,0.009,90,0.1,0.054,19.2,7.57,NA,NA
MS,1999,7,Jul 1999,NA,NA,NA,0.01,NA,220,0.011,112,0.1,0.041,20.1,NA,NA,NA
MS,1999,8,Aug 1999,NA,NA,NA,0.06,NA,289,0.007,145,0.2,0.021,19.4,7.62,NA,NA
MS,1999,9,Sep 1999,NA,NA,NA,0.01,0.03,334,0.002,170,0.2,0.012,15.9,7.66,NA,0.04
MS,1999,10,Oct 1999,NA,NA,NA,0.11,NA,341,0.009,176,NA,0.019,7.8,8.43,NA,NA
MS,1999,11,Nov 1999,NA,NA,NA,0.03,0.01,348,0.006,173,0.1,0.016,6.4,NA,NA,0.04
MS,1999,12,Dec 1999,NA,NA,NA,NA,0.07,341,0.007,170,0.3,0.011,3.5,6.67,NA,NA
MS,2000,1,Jan 2000,NA,NA,NA,0.03,0.08,340,0.003,170,NA,0.01,1.4,7,NA,0.11
MS,2000,2,Feb 2000,NA,NA,NA,0.03,0.03,318,0.007,157,0.2,0.034,NA,8.36,NA,0.06
MS,2000,3,Mar 2000,NA,NA,NA,0.03,0.01,242,0.009,121,0.2,0.028,8.2,8.47,NA,0.04
MS,2000,5,May 2000,NA,NA,NA,0.035,0.01,172,0.009,86,NA,0.023,13.3,7.83,4.92,0.045000000000000005
MS,2000,6,Jun 2000,NA,NA,NA,0.04,NA,186,0.003,93,0.2,0.015,16,8.14,3.94,NA
MS,2000,7,Jul 2000,NA,NA,NA,0.03,NA,256,0.004,128,0.1,0.016,23.1,8.74,2.43,NA
MS,2000,8,Aug 2000,NA,NA,NA,0.02,NA,277,0.003,138,NA,0.016,21.8,8.89,NA,NA
MS,2000,9,Sep 2000,NA,NA,NA,NA,NA,234,0.003,162,0.1,0.012,18.5,8.71,1.63,NA
MS,2000,10,Oct 2000,NA,NA,NA,NA,0.01,370,0.006,185,0.2,0.016,11.7,8.63,3.1,NA
MS,2000,11,Nov 2000,NA,NA,NA,0.01,0.48,312,0.006,156,NA,0.011,3.2,8.45,1.41,0.49
MS,2000,12,Dec 2000,NA,NA,NA,NA,0.1,350,0.001,174,NA,0.008,2.9,8.24,0.85,NA
MS,2001,2,Feb 2001,NA,NA,NA,0.02,0.0195,261.5,0.003,84,0.1,0.012,2.55,8.629999999999999,1.73,0.0395
MS,2001,4,Apr 2001,NA,NA,NA,NA,0.021,304,0.005,NA,0.2,0.031,8.85,8.575,5.705,NA
MS,2001,5,May 2001,NA,NA,NA,NA,NA,193,0.006,96,0.2,0.025,13.7,8.1,NA,NA
MS,2001,6,Jun 2001,NA,NA,NA,0.01,NA,212,0.002,112,0.3,0.038,14.8,8.31,NA,NA
MS,2001,7,Jul 2001,NA,NA,NA,NA,NA,291,0.007,147,0.2,0.034,17.8,8.45,NA,NA
MS,2001,8,Aug 2001,NA,NA,NA,NA,0.008,279,0.005,141,0.2,0.019,19.5,8.7,2.55,NA
MS,2001,9,Sep 2001,NA,NA,NA,NA,NA,306,0.002,155,0.1,0.01,15.9,8.42,1.79,NA
MS,2001,10,Oct 2001,NA,NA,NA,NA,0.008,344,0.004,173,0.2,0.012,6.2,8.28,2.14,NA
MS,2001,11,Nov 2001,NA,NA,NA,0.02,NA,342,0.004,173,0.1,0.012,5.1,8,3.09,NA
MS,2001,12,Dec 2001,NA,NA,NA,NA,0.043,359,0.003,182,0.1,0.006,1.2,8.17,1.28,NA
MS,2002,1,Jan 2002,NA,NA,NA,0.02,0.046,364,0.003,183,NA,0.011,0.8,8.51,1.52,0.066
MS,2002,3,Mar 2002,NA,NA,NA,0.02,0.015,334,0.004,168,0.1,0.012,2.7,7.37,2.43,0.035
MS,2002,4,Apr 2002,NA,NA,NA,0.10500000000000001,0.105,300,0.0565,152,0.6499999999999999,0.1145,5,8.32,15.2,0.21000000000000002
MS,2002,5,May 2002,NA,NA,NA,0.02,0.0125,180,0.008,91.5,0.25,0.0475,11.2,7.970000000000001,14.8,0.0325
MS,2002,6,Jun 2002,NA,NA,NA,0.05,0.02,164,0.01,82,0.2,0.063,14.4,7.36,32.1,0.07
MS,2002,7,Jul 2002,NA,NA,NA,0.02,NA,251,0.002,127,NA,0.015,21.5,8.32,3,NA
