"Site","bracket","year","median_logCHLa","p10_logCHLa","p90_logCHLa","n_members","frac_temp_extrap"
"BN","high",2049,2.02908497410334,1.9795133700549,2.11536836911795,11,0
"BN","high",2050,2.03662515383112,1.98582653909984,2.11674476608653,11,0
"BN","high",2051,2.03178315553536,1.96607758233068,2.13035104931925,11,0
"BN","high",2052,2.03660488897873,1.96154481624833,2.13761761550955,11,0
"BN","high",2053,2.05272506987873,1.95658121869318,2.14129585451723,11,0
"BN","high",2054,2.04036069387823,1.95209609443244,2.12901231201922,11,0
"BN","high",2055,2.03655062989498,1.95730216460817,2.14128228319657,11,0
"BN","high",2056,2.02812869958888,1.95486780142445,2.18145479243741,11,0
"BN","high",2057,2.02839391989878,1.9352618596075,2.17029342908428,11,0
"BN","high",2058,2.02847017365267,1.95262503443594,2.17418710722862,11,0
"BN","high",2059,2.04108116191543,1.94088775089919,2.16869576081138,11,0
"BN","high",2060,2.04286313379993,1.95469287417264,2.13065176644752,11,0
"BN","high",2061,2.03723440225856,1.9498459776382,2.16768659671658,11,0
"BN","high",2062,2.02383727023154,1.94741434534176,2.15472126613478,11,0
"BN","high",2063,2.0485987800823,1.95070788297634,2.13567022979351,11,0
"BN","high",2064,2.04516568879324,1.95465973595196,2.13412748970562,11,0
"BN","high",2065,2.04736818385725,1.95629082990545,2.13189937849086,11,0
"BN","high",2066,2.03771228900409,1.9583986565765,2.11724785830267,11,0
"BN","high",2067,2.03093638757895,1.93980605200507,2.11444016293064,11,0
"BN","high",2068,2.02162575132468,1.93666038001323,2.10753795308699,11,0
"BN","high",2069,2.03422071891511,1.93161544150418,2.09680269337058,11,0
"BN","high",2070,2.04862442093609,1.92618499567904,2.1139779934795,11,0
"BN","high",2071,2.04211340324818,1.9457026747814,2.11143975600242,11,0
"BN","high",2072,2.02945111513902,1.93428945752988,2.09629966116254,11,0
"BN","high",2073,2.03522029335057,1.91909817538837,2.1048146940905,11,0
"BN","high",2074,2.03522446894043,1.94860019156329,2.09268421433723,11,0
"BN","high",2075,2.02854033694784,1.95125391921838,2.08511797621308,11,0
"BN","high",2076,2.03572294175305,1.94270101699585,2.07618973723928,11,0
"BN","high",2077,2.00596642988305,1.94351966764885,2.06391716340721,11,0
"BN","high",2078,2.00948449753581,1.94253721167089,2.04433492118808,11,0
"BN","high",2079,2.00262642959881,1.9529915854425,2.04075566265932,11,0
"BN","high",2080,1.9955292368896,1.95702999400536,2.03083170991584,11,0
"BN","high",2081,1.99452148462423,1.95312031527434,2.02160712413753,11,0
"BN","high",2082,1.99425523605629,1.96979823983771,2.0435627438043,11,0
"BN","high",2083,2.00876079874616,1.96235233690955,2.04531265611912,11,0
"BN","high",2084,1.99710290085987,1.96860095614869,2.06161897714856,11,0
"BN","high",2085,2.01284390639375,1.96235210145325,2.04924328151139,11,0
"BN","high",2086,2.02926265951707,1.96341989934816,2.07464953190084,11,0
"BN","high",2087,2.02760559989733,1.95485264592155,2.0784123319176,11,0
"BN","high",2088,2.03030372469462,1.94496960819581,2.07407217113444,11,0
"BN","high",2089,2.03745783939649,1.96897124343588,2.08331409924594,11,0
"BN","high",2090,2.04120746461335,1.96213298068007,2.08888529383153,11,0
"BN","high",2091,2.03870702783778,1.95446527630496,2.07704980642211,11,0
"BN","high",2092,2.03562204028297,1.96103299245034,2.08033572069675,11,0
"BN","high",2093,2.05324572683426,1.96673220521964,2.09591244912335,11,0
"BN","high",2094,2.05128530010514,1.95872904155578,2.08304202577334,11,0
"BN","high",2095,2.01121826589266,1.94820587966799,2.09564591992588,11,0
"BN","high",2096,1.99381407847081,1.95598732234146,2.11928438683969,11,0
"BN","high",2097,1.98885937209823,1.96756001687029,2.12694203655646,11,0
"BN","high",2098,2.01827620955868,1.96814205762848,2.12204316551648,11,0
"BN","low",2026,2.00155132699695,1.97079860897615,2.07093809271888,10,0
"BN","low",2027,1.98159294310594,1.9523739369277,2.05549378995326,10,0
"BN","low",2028,1.98972759687475,1.93194867281077,2.06402540340782,10,0
"BN","low",2029,1.99685941840148,1.92570953904222,2.05593827153192,10,0
"BN","low",2030,1.99203572332982,1.94034397515162,2.04917935320243,10,0
"BN","low",2031,1.99823739014917,1.955040406024,2.04465649847916,10,0
"BN","low",2032,2.00030400808525,1.93383134570704,2.05271575614511,10,0
"BN","low",2033,2.00038589753743,1.97073683392691,2.05464207248406,10,0
"BN","low",2034,2.01669313312662,1.9850583771673,2.06280577634184,10,0
"BN","low",2035,2.01681489511838,1.97137623318558,2.05723657357433,10,0
"BN","low",2036,2.01790166051534,1.96879612482206,2.04673204107724,10,0
"BN","low",2037,2.01583002999719,1.97803614023444,2.03756057622948,10,0
"BN","low",2038,2.00451300362389,1.97552561565687,2.05156399508604,10,0
"BN","low",2039,2.02216078713485,1.98384515087388,2.05985634670836,10,0
"BN","low",2040,2.01397484015504,1.98088020500018,2.05746258751795,10,0
"BN","low",2041,2.01470862313004,1.97697218612913,2.04224499361608,10,0
"BN","low",2042,2.02503483012022,1.98249065464874,2.05896003483864,10,0
"BN","low",2043,2.02227093311104,1.97839427731123,2.04880976469672,10,0
"BN","low",2044,2.02652674209459,1.98337071096035,2.03470430423347,10,0
"BN","low",2045,2.02400072447459,2.00437941398419,2.04017528888712,10,0
"BN","low",2046,2.02882459056836,1.98758955256155,2.05015874084758,10,0
"BN","low",2047,2.02158330995442,1.97250098552734,2.06689644358516,10,0
"BN","low",2048,2.01961271385026,1.9626870627534,2.07670748331926,10,0
"BN","low",2049,2.02770589780991,1.96443907711292,2.0640353260379,10,0
"BN","low",2050,2.03060497218122,1.9717217200719,2.08682023555356,10,0
"BN","low",2051,2.02533618593965,1.98044112871099,2.09312330098817,10,0
"BN","low",2052,2.03149605605849,1.98650885418246,2.10013544066214,10,0
"BN","low",2053,2.02949246454158,1.98205251906783,2.1035840584821,10,0
"BN","low",2054,2.02032956493585,1.99299518758952,2.11427979153775,10,0
"BN","low",2055,2.01538840376513,1.97983468570685,2.09224774797223,10,0
"BN","low",2056,2.03093041164343,1.99063608645022,2.10553650658991,10,0
"BN","low",2057,2.02904253043791,1.98112899301413,2.1261254968501,10,0
"BN","low",2058,2.03728328878165,1.99179777376033,2.13005101754032,10,0
"BN","low",2059,2.04924285011366,1.99930525965066,2.12685865215008,10,0
"BN","low",2060,2.04757407527763,1.99233609623709,2.1232075479113,10,0
"BN","low",2061,2.05871998273648,1.98971083482655,2.1291572747281,10,0
"BN","low",2062,2.05545140148482,2.00403049536883,2.1215788678863,10,0
"BN","low",2063,2.05967114916794,2.0000772083059,2.12890837697768,10,0
"BN","low",2064,2.04838657654385,2.01500652648434,2.12511719533077,10,0
"BN","low",2065,2.0554911763821,2.02767286330657,2.12837680061639,10,0
"BN","low",2066,2.04588860930678,2.02443560894958,2.12197447872076,10,0
"BN","low",2067,2.06209512436652,2.0091325443308,2.09989314637475,10,0
"BN","low",2068,2.05793215193951,2.0100725622373,2.11120178364449,10,0
"BN","low",2069,2.05668407580616,2.01079395859852,2.10968528052981,10,0
"BN","low",2070,2.04469374965134,1.99395228798337,2.10218371303781,10,0
"BN","low",2071,2.03465189557566,1.99469378412817,2.09942673854404,10,0
"BN","low",2072,2.04479079853984,1.97089140731772,2.11047889308045,10,0
"BN","low",2073,2.05237899299331,1.98852602334,2.10868570823303,10,0
"BN","low",2074,2.04680277183721,1.99281190650456,2.11521277638895,10,0
"BN","low",2075,2.04745573899745,1.99742972155883,2.09704012265532,10,0
"BN","low",2076,2.03824796105232,2.00874736247032,2.1120732225372,10,0
"BN","low",2077,2.03346867653637,2.00705570987952,2.11308398480517,10,0
"BN","low",2078,2.02873626649724,2.00270279149185,2.10169098531123,10,0
"BN","low",2079,2.02255276698391,2.00085857130757,2.1115913912596,10,0
"BN","low",2080,2.01964099866722,2.00277088545139,2.12269303080156,10,0
"BN","low",2081,2.02350842684084,1.99295030750104,2.11486808295821,10,0
"BN","low",2082,2.02896560747127,1.99477669515134,2.1184876239736,10,0
"BN","low",2083,2.03573373278823,2.00335443864769,2.12105860393608,10,0
"BN","low",2084,2.02701019759361,1.98699922848531,2.11402703211157,10,0
"BN","low",2085,2.0306194260253,1.99708714048209,2.1130588843949,10,0
"BN","low",2086,2.01829388216997,1.99193669214495,2.08084063053892,10,0
"BN","low",2087,2.02235376351801,2.0027279366636,2.08900782291941,10,0
"BN","low",2088,2.04423691812179,1.98626808953528,2.09416967838224,10,0
"BN","low",2089,2.04350744408066,1.98799411065193,2.1041953038829,10,0
"BN","low",2090,2.0475956452868,1.98345055360575,2.10765210226102,10,0
"BN","low",2091,2.04124288322925,2.00835967675175,2.10824174266446,10,0
"BN","low",2092,2.04058596942635,2.00947370493649,2.10743496292094,10,0
"BN","low",2093,2.04387321483469,2.00730396980706,2.09715935015387,10,0
"BN","low",2094,2.04582559220782,1.99694981314254,2.09599870117972,10,0
"BN","low",2095,2.04296419570424,2.00757398917303,2.0939953731879,10,0
"BN","low",2096,2.04730746575686,2.00485514206484,2.11511832999265,10,0
"BN","low",2097,2.0531195911696,2.01325969963154,2.11771341203218,10,0
"BN","low",2098,2.05429745237241,2.01361868904326,2.10356318551654,10,0
"DL","high",2026,2.32146141081652,2.29399955056747,2.34452473752061,11,0
"DL","high",2027,2.3068488701855,2.28374674433163,2.33201073869167,11,0
"DL","high",2028,2.29499192294164,2.24281352167535,2.33644790621714,11,0
"DL","high",2029,2.30589215196319,2.24009981574163,2.36315355562958,11,0
"DL","high",2030,2.29986422878261,2.25955104416546,2.36186017073796,11,0
"DL","high",2031,2.28854744832437,2.25677803111535,2.3601891703753,11,0
"DL","high",2032,2.30089194338404,2.2380929504144,2.3633599945212,11,0
"DL","high",2033,2.31145488893022,2.26326728830959,2.32096084723456,11,0
"DL","high",2034,2.30913786342142,2.25567684228739,2.33610399225302,11,0
"DL","high",2035,2.30245805222548,2.24317333648738,2.3350256685113,11,0
"DL","high",2036,2.30559059616183,2.2412532625202,2.32728410892033,11,0
"DL","high",2037,2.29554098373241,2.2200960571306,2.33996023950781,11,0
"DL","high",2038,2.27929351430939,2.21893968640422,2.32980864564732,11,0
"DL","high",2039,2.29373062533591,2.20230900392449,2.35400239131253,11,0
"DL","high",2040,2.28621472973781,2.20143515915246,2.35477664707048,11,0
"DL","high",2041,2.28723728520188,2.20851324737275,2.35590313251863,11,0
"DL","high",2042,2.28745977632851,2.20550397801825,2.35539009572179,11,0
"DL","high",2043,2.27512013139135,2.20243690778392,2.35703005122695,11,0
"DL","high",2044,2.28838769336231,2.20220900489899,2.3373007578143,11,0
"DL","high",2045,2.28658915700587,2.20476386792934,2.3425385523774,11,0
"DL","high",2046,2.26061662728863,2.21222637089322,2.33429710602529,11,0
"DL","high",2047,2.25113545251283,2.20882518296614,2.33500626605931,11,0
"DL","high",2048,2.24725787371568,2.20835915365654,2.33146737904187,11,0
"DL","high",2049,2.24181351758966,2.19505409791605,2.33528073819994,11,0
"DL","high",2050,2.23031911224046,2.1916571732833,2.32196982800117,11,0
"DL","high",2051,2.22432598527419,2.17083345900794,2.31295531962072,11,0
"DL","high",2052,2.22827511297307,2.16238576360387,2.31205808370531,11,0
"DL","high",2053,2.21190479081523,2.15204609199702,2.31864755945947,11,0
"DL","high",2054,2.20585795871942,2.14309762229662,2.30842450528313,11,0
"DL","high",2055,2.20545445927198,2.13763301530138,2.32751311524508,11,0
"DL","high",2056,2.19306926417495,2.12292243528872,2.33443866875596,11,0
"DL","high",2057,2.19278277979989,2.09554993518131,2.28944863298556,11,0
"DL","high",2058,2.21327047569928,2.11203449170458,2.31402143666734,11,0
"DL","high",2059,2.21103462964013,2.10660048608399,2.30545591419903,11,0
"DL","high",2060,2.23097632001353,2.11148557336006,2.25745040706489,11,0
"DL","high",2061,2.21806668085535,2.09563609637592,2.28780602920045,11,0
"DL","high",2062,2.21115746809365,2.11059220025861,2.28163306485456,11,0
"DL","high",2063,2.21311251777812,2.13048851524264,2.26143740624075,11,0
"DL","high",2064,2.19236316758954,2.13506235680986,2.25194801738649,11,0
"DL","high",2065,2.19474795250196,2.12337911860841,2.2510963334874,11,0
"DL","high",2066,2.1977152289001,2.11093069748952,2.23000250292948,11,0
"DL","high",2067,2.18492838618145,2.09986101166615,2.23055572104229,11,0
"DL","high",2068,2.18066103209486,2.100379928409,2.21576251467082,11,0
"DL","high",2069,2.18165508567081,2.11387889391513,2.20691668481825,11,0
"DL","high",2070,2.18309071886182,2.13261460097322,2.24984737993495,11,0
"DL","high",2071,2.19376710674342,2.1350848703716,2.24905456044975,11,0
"DL","high",2072,2.18037440640702,2.12475220538649,2.24482828197017,11,0
"DL","high",2073,2.17971988416751,2.13961325592155,2.24960138646001,11,0
"DL","high",2074,2.19085572671503,2.13906678813732,2.25108843775519,11,0
"DL","high",2075,2.19667035999679,2.14700619378223,2.25305450151213,11,0
"DL","high",2076,2.2024797317614,2.14056399859451,2.27283863288577,11,0
"DL","high",2077,2.2074228620298,2.15004783044099,2.26294466539018,11,0
"DL","high",2078,2.20059382402062,2.16298125280782,2.2638302045209,11,0
"DL","high",2079,2.21060564008481,2.17603065764755,2.26957305557213,11,0
"DL","high",2080,2.20943011122005,2.16740238213167,2.25953669815335,11,0
"DL","high",2081,2.20231768366692,2.18178023856715,2.27797860201282,11,0
"DL","high",2082,2.21715670114193,2.18680612566267,2.27912500973667,11,0
"DL","high",2083,2.22659708022996,2.18609145286226,2.28958699783157,11,0
"DL","high",2084,2.24262716222702,2.18590089697875,2.28779530633222,11,0
"DL","high",2085,2.25079995485207,2.19433180132385,2.29305553017799,11,0
"DL","high",2086,2.24415119199825,2.18173714792604,2.2915754397745,11,0
"DL","high",2087,2.2401516432712,2.16007172361067,2.29746626195417,11,0
"DL","high",2088,2.24444985925072,2.18809604226471,2.29342759644363,11,0
"DL","high",2089,2.25727472930274,2.18070328950852,2.31027559242172,11,0
"DL","high",2090,2.26482601828679,2.17616268397137,2.31702974495518,11,0
"DL","high",2091,2.26438516508987,2.18901960124182,2.31106165498827,11,0
"DL","high",2092,2.26054775566691,2.19377148520227,2.31656312040634,11,0
"DL","high",2093,2.27499580712693,2.19681667088185,2.340029663899,11,0
"DL","high",2094,2.28468571596699,2.20788973699785,2.32511631260255,11,0
"DL","high",2095,2.27444146269305,2.19452782168899,2.3443216082008,11,0
"DL","high",2096,2.26677427353763,2.18070232330667,2.37286972133067,11,0
"DL","high",2097,2.25098473518263,2.18605774917285,2.35251627577015,11,0
"DL","high",2098,2.2865102172426,2.18010105456641,2.35928891174886,11,0
"DL","low",2026,2.32308621291273,2.26621762582106,2.34503819355338,10,0
"DL","low",2027,2.29870924691301,2.2476540810503,2.32513740874587,10,0
"DL","low",2028,2.2993462401897,2.23986846278015,2.32087775203141,10,0
"DL","low",2029,2.29408199550321,2.23540434090418,2.32395129634108,10,0
"DL","low",2030,2.29364451368157,2.24567827988737,2.33327250110335,10,0
"DL","low",2031,2.30241393141138,2.23378630656032,2.33152206683372,10,0
"DL","low",2032,2.28998881330721,2.23690360368189,2.33424730415455,10,0
"DL","low",2033,2.29469180308393,2.24281300533836,2.32877460827376,10,0
"DL","low",2034,2.30377506558055,2.24252836358906,2.34752766121572,10,0
"DL","low",2035,2.29950146920928,2.22028261190497,2.33041493633544,10,0
"DL","low",2036,2.30001991144347,2.22086306843348,2.32341934273957,10,0
"DL","low",2037,2.29725950422487,2.23145060157943,2.33518123556816,10,0
"DL","low",2038,2.30222528650638,2.23940858475815,2.33007519286237,10,0
"DL","low",2039,2.32255216535619,2.23200526781419,2.34276816679537,10,0
"DL","low",2040,2.31195265983516,2.23051096652772,2.34389234080014,10,0
"DL","low",2041,2.29851780463176,2.23165956651225,2.33807845022067,10,0
"DL","low",2042,2.30729005515928,2.23357392283466,2.34705326025574,10,0
"DL","low",2043,2.29561614996707,2.22791301130735,2.3393448522233,10,0
"DL","low",2044,2.30516267873883,2.22777872118881,2.34035250755578,10,0
"DL","low",2045,2.30310587094397,2.24941361208617,2.3337546782255,10,0
"DL","low",2046,2.31206925014192,2.25091620431035,2.33406444445166,10,0
"DL","low",2047,2.31117540243998,2.24959048304113,2.34184910519988,10,0
"DL","low",2048,2.29918840099913,2.22839643885595,2.35734720394297,10,0
"DL","low",2049,2.30418431864993,2.23657456464319,2.3474315557689,10,0
"DL","low",2050,2.31709904338867,2.23204133374303,2.37364386327107,10,0
"DL","low",2051,2.31201627643095,2.23987822032577,2.37953397424248,10,0
"DL","low",2052,2.31753708020023,2.2510361891848,2.38365154486379,10,0
"DL","low",2053,2.33322824156049,2.23952511479801,2.38424884470109,10,0
"DL","low",2054,2.3273278756059,2.25456927601589,2.3719169640819,10,0
"DL","low",2055,2.32746692131212,2.23880132065038,2.3504828116596,10,0
"DL","low",2056,2.33136155551183,2.24513395655809,2.36018207925775,10,0
"DL","low",2057,2.323116810649,2.22847741484378,2.36388062304713,10,0
"DL","low",2058,2.31931176887015,2.22894504932694,2.37182696354265,10,0
"DL","low",2059,2.32041562278903,2.22797454060017,2.3721287618665,10,0
"DL","low",2060,2.32000777532288,2.21388717125246,2.3705532416173,10,0
"DL","low",2061,2.30670775936321,2.21135149897736,2.37869978283677,10,0
"DL","low",2062,2.31012531645359,2.23433932446186,2.37218872117064,10,0
"DL","low",2063,2.30027921397331,2.23612520395065,2.36817297481118,10,0
"DL","low",2064,2.30815490167709,2.23235453141229,2.36807553765416,10,0
"DL","low",2065,2.32159041506378,2.25290391726433,2.3844257622287,10,0
"DL","low",2066,2.31704864546177,2.24128563371428,2.36799732967845,10,0
"DL","low",2067,2.2896145974149,2.22193632273478,2.34603026722025,10,0
"DL","low",2068,2.292686284214,2.22828020462665,2.36198435191859,10,0
"DL","low",2069,2.28353872737178,2.23068783552676,2.3705123241843,10,0
"DL","low",2070,2.27868477991208,2.24366995749832,2.36155215173202,10,0
"DL","low",2071,2.26885649108337,2.22628150148198,2.3468058957976,10,0
"DL","low",2072,2.26176111008129,2.20128280854182,2.33748018524116,10,0
"DL","low",2073,2.27071676962454,2.20470258893742,2.33367673460991,10,0
"DL","low",2074,2.26870417086158,2.19827005097082,2.30659739088955,10,0
"DL","low",2075,2.25902164214309,2.20383427064362,2.29522663176374,10,0
"DL","low",2076,2.24954263359282,2.18613826153791,2.29398436084894,10,0
"DL","low",2077,2.2549895738089,2.18414008977212,2.29420872129819,10,0
"DL","low",2078,2.25466834554921,2.19666984163551,2.3023541265603,10,0
"DL","low",2079,2.24432767763064,2.19823815236164,2.30616551352336,10,0
"DL","low",2080,2.24574543441661,2.19523361794588,2.31490729969621,10,0
"DL","low",2081,2.24470801039218,2.18615216571101,2.30114832335309,10,0
"DL","low",2082,2.24764251862103,2.19367770806985,2.29358165408482,10,0
"DL","low",2083,2.2448580433053,2.207784221868,2.28206191062401,10,0
"DL","low",2084,2.24911221332407,2.19970405981965,2.29099870780698,10,0
"DL","low",2085,2.25822694802509,2.19024771489411,2.29594848682833,10,0
"DL","low",2086,2.24171959021874,2.18306431737219,2.30235453498078,10,0
"DL","low",2087,2.241978890108,2.19886000016973,2.30896122437394,10,0
"DL","low",2088,2.25290177527483,2.20102745986861,2.31036323634208,10,0
"DL","low",2089,2.26560645731971,2.20352251710929,2.32122209773895,10,0
"DL","low",2090,2.26058606754733,2.20317786404679,2.32784911709662,10,0
"DL","low",2091,2.25600829908441,2.22027741409903,2.32204912176667,10,0
"DL","low",2092,2.26973980136822,2.22165556988899,2.31521221339799,10,0
"DL","low",2093,2.27487080701656,2.2230285410681,2.31630983160957,10,0
"DL","low",2094,2.27127962136326,2.21212763344719,2.31851941238966,10,0
"DL","low",2095,2.27383973930138,2.21126450189387,2.31318606529065,10,0
"DL","low",2096,2.2871465025461,2.2185731356274,2.32926498626019,10,0
"DL","low",2097,2.28588088510535,2.24112473943182,2.33319590150713,10,0
"DL","low",2098,2.30294181868673,2.24428082599889,2.31533420266771,10,0
"FH","high",2026,1.31068280412125,1.29816679449456,1.33285103836461,11,0
"FH","high",2027,1.30335205576414,1.29104052095866,1.33222876051808,11,0
"FH","high",2028,1.30876199631359,1.28442407508404,1.34471390974426,11,0
"FH","high",2029,1.31637260268788,1.2895944872755,1.35437343865528,11,0
"FH","high",2030,1.32537037057187,1.29484124413219,1.34468537677539,11,0
"FH","high",2031,1.32826014143999,1.31319221955178,1.3526274420353,11,0
"FH","high",2032,1.33068860673723,1.31628830957993,1.3698514850675,11,0
"FH","high",2033,1.338107508163,1.32874244113524,1.36531606957149,11,0
"FH","high",2034,1.35406005011768,1.33369025153627,1.36335101140622,11,0
"FH","high",2035,1.35971876527045,1.34572043630643,1.38986445753459,11,0
"FH","high",2036,1.37294750315199,1.34686945380836,1.40716923374577,11,0
"FH","high",2037,1.37819108566208,1.36147503269363,1.42030607357011,11,0
