"Site","bracket","year","median_logCHLa","p10_logCHLa","p90_logCHLa","n_members","frac_temp_extrap"
"BM","high",2085,2.15111429895531,2.10221945326838,2.22176899351014,11,1
"BM","high",2086,2.14909728041465,2.10705700703583,2.20055611175751,11,1
"BM","high",2087,2.15790075502231,2.10873688956,2.19020727222418,11,1
"BM","high",2088,2.15879164854738,2.10653812358658,2.19948571186252,11,1
"BM","high",2089,2.17146247156189,2.10768640533695,2.19981665292058,11,1
"BM","high",2090,2.17515263308058,2.11444626091719,2.20598421912865,11,1
"BM","high",2091,2.17987210158239,2.10146280659312,2.20559567042415,11,1
"BM","high",2092,2.18390650387905,2.09967156803368,2.20877872174656,11,1
"BM","high",2093,2.19471026253165,2.09749415380361,2.22357093533671,11,1
"BM","high",2094,2.1816806637394,2.1194030199162,2.21644737983778,11,1
"BM","high",2095,2.17581168399709,2.11955840704273,2.20777541003934,11,1
"BM","high",2096,2.18266411388801,2.11924903045448,2.21235473836468,11,1
"BM","high",2097,2.16660183724903,2.11385576548459,2.2082908221186,11,1
"BM","high",2098,2.18844828448617,2.10780482697299,2.22264068961469,11,1
"BM","low",2026,1.82323848107687,1.77788874981044,1.86381762886146,10,0
"BM","low",2027,1.79870264500638,1.73272974902572,1.83541296134647,10,0
"BM","low",2028,1.80254862149794,1.72284705571843,1.8341851531448,10,0
"BM","low",2029,1.8054676178956,1.74678538429229,1.84032438952533,10,0
"BM","low",2030,1.79642139959454,1.74119343798138,1.84272870466362,10,0
"BM","low",2031,1.78120693278566,1.75009755187329,1.82954886949031,10,0
"BM","low",2032,1.79036665899266,1.76196071987197,1.84399295336466,10,0
"BM","low",2033,1.78341915217069,1.75855030222259,1.84255918636409,10,0
"BM","low",2034,1.80192371329307,1.76013102883529,1.85470730304954,10,0
"BM","low",2035,1.80113811279357,1.75870635708529,1.85329095500163,10,0
"BM","low",2036,1.81491361174509,1.7696778101006,1.85609581425326,10,0
"BM","low",2037,1.81266320111468,1.76797335576564,1.86881597491959,10,0
"BM","low",2038,1.81533538349871,1.77558038833368,1.86809913386755,10,0
"BM","low",2039,1.82665307056258,1.78598563330716,1.87330867875026,10,0
"BM","low",2040,1.8361385181642,1.78622352299087,1.87368706817791,10,0
"BM","low",2041,1.82548477444676,1.78817731574901,1.85924986303461,10,0
"BM","low",2042,1.8332507223327,1.77957437830866,1.8735088835612,10,0
"BM","low",2043,1.83638539757147,1.78032435705136,1.86285558544365,10,0
"BM","low",2044,1.83785719724335,1.80106306608843,1.86404499446018,10,0
"BM","low",2045,1.84233867924796,1.79281061695337,1.86529213789107,10,0
"BM","low",2046,1.85327290689822,1.77965314895046,1.86813398592007,10,0
"BM","low",2047,1.84410521243629,1.7838540998487,1.87777760625517,10,0
"BM","low",2048,1.84756105662594,1.78764947457148,1.88817662178657,10,0
"BM","low",2049,1.8490358263125,1.79463665572604,1.88790833825424,10,0
"BM","low",2050,1.84650624619849,1.77684656578191,1.90667571490921,10,0
"BM","low",2051,1.85392627046763,1.77579205054412,1.90464965977479,10,0
"BM","low",2052,1.85792904383567,1.79503671795008,1.91830718655611,10,0
"BM","low",2053,1.86120412299855,1.78963919864878,1.93380618652782,10,0
"BM","low",2054,1.86574128469115,1.80223238960424,1.94701509557773,10,0
"BM","low",2055,1.86688792323881,1.81492765084391,1.94367957325558,10,0
"BM","low",2056,1.87681083474435,1.82134600171308,1.94018038672806,10,0
"BM","low",2057,1.87484967039211,1.81299413370138,1.95060291539881,10,0
"BM","low",2058,1.88712206757071,1.82365595428584,1.94940816739261,10,0
"BM","low",2059,1.88897053425139,1.7944856085311,1.95049795907141,10,0
"BM","low",2060,1.89058111122854,1.79192369002469,1.94643963869835,10,0
"BM","low",2061,1.90152316670603,1.79901224621203,1.9376482568268,10,0
"BM","low",2062,1.91150423425507,1.8257949459179,1.93824514984322,10,0
"BM","low",2063,1.92153149274097,1.82698852102467,1.95164069478285,10,0
"BM","low",2064,1.92023079815408,1.84465538989241,1.96079192411733,10,0
"BM","low",2065,1.92380838312048,1.86294343647007,1.97329845910949,10,0
"BM","low",2066,1.92538801602314,1.86746512866614,1.98658785984372,10,0
"BM","low",2067,1.91732826547208,1.88215716318148,2.00032402261208,10,0
"BM","low",2068,1.93950191464327,1.87812884057359,1.99231516005577,10,0
"BM","low",2069,1.93755184571913,1.88251448932001,1.99856078221433,10,0
"BM","low",2070,1.95041069371009,1.88976251435619,1.99875351781493,10,0
"BM","low",2071,1.93571899760047,1.88039844029622,1.98619236113662,10,0
"BM","low",2072,1.94217453181818,1.90645925398753,1.99735829611638,10,0
"BM","low",2073,1.93940360128278,1.92230129784134,2.00281349765019,10,0
"BM","low",2074,1.94326048382243,1.91798017550033,2.00069376355692,10,0
"BM","low",2075,1.95137051035281,1.91715999559741,2.00138875948087,10,0
"BM","low",2076,1.95656121145085,1.91090047419423,2.00490320592982,10,0
"BM","low",2077,1.95380620525811,1.91592383069045,2.00889802133406,10,0
"BM","low",2078,1.96995155002776,1.93003414003298,2.01190140035037,10,0
"BM","low",2079,1.96716308278709,1.91996759613388,2.01814147278833,10,0
"BM","low",2080,1.97043787670278,1.92560810378908,2.02359550597385,10,0
"BM","low",2081,1.97473007435816,1.91409256314472,2.01908601555161,10,0
"BM","low",2082,1.9767317571719,1.92119469030395,2.00744511377176,10,0
"BM","low",2083,1.98482998520223,1.92757865763952,2.00362912631882,10,0
"BM","low",2084,1.96801065092779,1.91719046705364,2.00416913193057,10,0
"BM","low",2085,1.96782979042166,1.91840423596327,2.00568456590489,10,0
"BM","low",2086,1.96161909393403,1.92732050111447,2.00771159064759,10,0
"BM","low",2087,1.9635776510413,1.9320164224698,2.00622860682569,10,0
"BM","low",2088,1.96545516987724,1.91829632023828,2.01689599243946,10,0
"BM","low",2089,1.96089965028155,1.91388250181864,2.01755380323425,10,0
"BM","low",2090,1.95873673716288,1.91104315670823,2.02852339222834,10,0
"BM","low",2091,1.96361991139947,1.90713038596874,2.02698793977683,10,0
"BM","low",2092,1.97407711989909,1.9201796882928,2.03883966872748,10,0
"BM","low",2093,1.97037789453136,1.90737412000458,2.03253131972489,10,0
"BM","low",2094,1.96482963029344,1.90775423832925,2.04098861355571,10,0
"BM","low",2095,1.96701011441845,1.90923277222484,2.04232614382786,10,0
"BM","low",2096,1.96518929152279,1.91456126928847,2.04908264393085,10,0
"BM","low",2097,1.96887681401174,1.92730924040331,2.06692657539711,10,0
"BM","low",2098,1.96789008307073,1.91347172218418,2.06874672526724,10,0
"BN","high",2026,2.0159473542296,1.97076891251759,2.06125676390483,11,0
"BN","high",2027,2.0043705761639,1.95189621254685,2.0752192245112,11,0
"BN","high",2028,2.00703926238797,1.96640858950167,2.07439277469448,11,0
"BN","high",2029,2.01511288314318,1.98649275597278,2.06659274889296,11,0
"BN","high",2030,2.0229487073892,1.98415717402788,2.04458287328626,11,0
"BN","high",2031,2.01765895572612,1.99190266444051,2.04785342551078,11,0
"BN","high",2032,2.02667041452878,1.98413450606715,2.0543844866329,11,0
"BN","high",2033,2.02109388816441,1.98641165174386,2.04921615893664,11,0
"BN","high",2034,2.02914542884087,1.99141316503564,2.05600154613945,11,0
"BN","high",2035,2.03032354913584,2.004758245479,2.05608775502363,11,0
"BN","high",2036,2.02106089266539,1.99502299127163,2.06823973315232,11,0
"BN","high",2037,2.01426735564746,1.98648343537944,2.06632066914515,11,0
"BN","high",2038,2.02300240220689,1.99116039912438,2.09784239698524,11,0
"BN","high",2039,2.02180195255464,1.99568619977924,2.10189751183692,11,0
"BN","high",2040,2.02001344970739,1.98234884925562,2.11453955739178,11,0
"BN","high",2041,2.02524722299698,1.9829761543212,2.11589713146389,11,0
"BN","high",2042,2.02508674062392,1.96752476876252,2.1168291536474,11,0
"BN","high",2043,2.018441039654,1.97483564004313,2.13512444353306,11,0
"BN","high",2044,2.01288516620574,1.97533732277755,2.11404931398023,11,0
"BN","high",2045,2.01957109735667,1.96892997585869,2.10036625674111,11,0
"BN","high",2046,2.03225756285269,1.98186224474107,2.10691738117214,11,0
"BN","high",2047,2.02749251348123,1.96554112596565,2.12099401767173,11,0
"BN","high",2048,2.03365586754637,1.9730757784186,2.10937589341217,11,0
